Source,Destination,Total_Stops,Airline_IndiGo,Airline_Jet Airways,Airline_other,Additional_Info_Some info,Date_of_Journey_day,Date_of_Journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_in_hours
1,1,1,0,1,0,1,21,5,21,10,4,40,7
0,0,1,0,0,1,0,6,6,17,55,22,50,4
0,0,2,0,0,1,0,21,3,9,45,21,20,11
0,0,1,0,0,1,1,24,6,10,20,1,30,15
1,1,1,0,1,0,0,24,3,19,45,19,40,23
1,1,2,0,0,0,0,24,5,7,0,1,20,18
0,0,1,0,1,0,0,21,5,20,55,19,0,22
3,3,0,0,0,1,0,27,6,13,15,14,45,1
1,1,1,0,1,0,1,18,5,20,0,18,15,22
2,2,0,0,0,1,1,24,4,21,10,0,5,2
1,1,1,0,1,0,1,6,5,9,35,9,45,24
0,0,1,0,1,0,1,9,3,20,50,18,50,22
2,2,1,0,1,0,0,18,3,8,0,15,15,7
0,0,1,0,0,1,0,9,4,6,5,11,20,5
1,1,1,0,1,0,1,1,4,16,30,16,20,23
0,0,1,1,0,0,0,3,3,2,5,7,25,5
1,1,1,0,1,0,1,15,5,18,55,9,20,14
0,0,1,0,0,1,0,18,5,17,30,1,30,8
0,0,1,0,1,0,1,12,6,19,15,12,35,17
2,2,0,1,0,0,0,9,4,7,10,10,5,2
2,2,0,0,0,1,0,3,3,5,50,8,40,2
0,0,1,0,0,1,0,6,3,7,5,21,0,13
0,0,1,0,0,1,0,21,5,15,0,1,30,10
2,2,0,1,0,0,0,1,5,8,30,11,20,2
2,2,0,1,0,0,0,27,4,20,0,22,50,2
2,2,0,0,0,1,0,12,5,23,55,2,45,2
1,1,2,0,0,0,0,6,6,9,50,23,15,13
2,2,0,0,0,0,0,1,6,17,0,19,45,2
1,1,1,0,0,0,0,24,3,20,30,8,55,12
2,2,1,0,0,0,0,3,3,0,30,8,45,8
1,1,2,0,0,0,0,15,5,10,0,13,45,27
1,1,1,0,1,0,0,9,6,17,0,10,55,17
2,2,0,0,1,0,1,21,5,11,10,14,5,2
1,1,1,1,0,0,0,6,5,19,35,23,15,3
0,0,1,0,0,0,0,9,3,4,0,19,15,15
2,2,0,0,0,0,0,21,5,10,0,12,45,2
1,1,1,0,1,0,0,24,3,21,10,9,15,12
0,0,2,0,1,0,1,27,6,14,35,12,35,22
0,0,2,0,0,0,0,27,3,7,0,19,15,12
4,4,0,1,0,0,0,27,6,22,5,0,25,2
0,0,1,0,0,1,0,21,5,10,20,21,0,10
1,1,1,0,1,0,0,24,3,16,55,16,20,23
0,0,1,0,0,1,0,6,4,7,25,13,35,6
0,0,0,0,0,0,0,6,3,14,10,17,10,3
0,0,1,0,0,1,0,15,5,14,55,22,30,7
0,0,1,0,1,0,0,6,6,15,0,19,0,28
1,1,1,1,0,0,0,9,5,18,5,23,30,5
0,0,2,0,0,0,0,27,6,12,0,19,15,7
0,0,1,1,0,0,0,21,5,8,30,21,0,12
0,0,1,0,0,1,0,15,6,10,0,19,0,9
0,0,1,0,0,1,0,15,5,7,5,22,30,15
1,1,0,1,0,0,0,27,5,11,30,14,5,2
1,1,1,0,1,0,0,12,6,9,35,18,0,8
1,1,1,0,1,0,1,6,6,10,20,17,35,7
1,1,2,0,0,0,0,9,5,10,0,1,20,15
1,1,1,0,1,0,0,12,6,6,30,16,20,9
3,3,0,1,0,0,0,18,5,19,5,20,35,1
1,1,1,0,1,0,0,9,5,17,0,9,45,16
2,2,0,1,0,0,0,24,4,1,30,4,15,2
1,1,2,0,0,0,0,21,5,10,0,1,20,15
1,1,0,1,0,0,0,6,4,4,40,7,15,2
0,0,1,0,0,1,0,27,6,7,55,22,25,14
0,0,0,0,0,0,0,27,6,5,10,8,0,2
2,2,1,0,1,0,1,15,3,7,0,16,10,9
1,1,2,0,0,0,0,18,5,7,0,1,20,18
0,0,2,0,1,0,0,27,5,5,30,4,25,22
3,3,0,0,1,0,1,9,5,19,35,21,5,1
2,2,0,1,0,0,0,15,5,6,5,8,50,2
1,1,1,0,0,1,0,18,5,7,10,22,40,15
0,0,1,0,0,1,0,18,5,7,10,22,30,15
2,2,0,0,1,0,1,24,5,19,50,22,50,3
0,0,1,0,0,1,0,9,6,4,55,12,35,7
0,0,1,1,0,0,0,15,6,11,55,22,30,10
0,0,1,1,0,0,0,27,3,4,45,15,30,10
0,0,1,0,0,1,1,27,6,15,15,1,30,10
2,2,2,0,0,0,0,3,3,6,45,23,55,17
0,0,1,1,0,0,0,15,5,8,30,21,0,12
0,0,1,1,0,0,0,12,6,17,30,1,30,8
1,1,1,0,1,0,1,9,5,21,10,8,15,11
2,2,0,0,1,0,1,3,6,11,10,14,5,2
3,3,0,0,0,0,0,15,6,13,55,15,25,1
0,0,1,0,1,0,1,18,5,17,30,4,25,10
1,1,0,0,0,1,1,15,3,9,0,11,30,2
0,0,2,0,1,0,0,15,6,12,15,12,35,24
2,2,0,1,0,0,0,1,6,7,10,10,5,2
3,3,0,1,0,0,0,18,6,19,5,20,35,1
0,0,1,0,0,1,0,3,6,6,0,19,15,13
2,2,1,0,1,0,1,21,3,9,45,14,25,4
0,0,1,0,0,1,0,9,6,8,0,21,0,13
1,1,1,0,1,0,0,12,6,20,0,12,0,16
1,1,2,0,0,0,0,24,5,5,50,23,15,17
1,1,1,0,1,0,1,6,5,16,30,4,40,12
0,0,1,1,0,0,0,12,6,16,0,1,30,9
0,0,1,0,1,0,0,9,5,9,0,19,0,10
3,3,0,0,0,1,1,15,3,13,10,14,30,1
0,0,1,0,0,1,0,9,6,13,0,21,0,8
0,0,1,1,0,0,0,3,3,2,35,8,30,5
0,0,2,0,0,0,0,15,5,9,45,9,25,23
1,1,1,0,1,0,0,21,5,8,25,9,20,24
0,0,1,0,0,1,0,6,6,18,0,1,30,7
0,0,2,0,1,0,1,9,5,9,40,12,35,26
0,0,1,0,0,1,1,27,5,7,5,19,15,12
0,0,1,1,0,0,0,3,3,6,40,13,20,6
1,1,2,0,1,0,1,6,6,6,30,20,50,14
0,0,1,0,1,0,1,6,6,22,50,4,25,5
3,3,0,0,1,0,1,24,3,2,55,4,25,1
2,2,0,0,0,0,0,27,4,21,5,23,55,2
2,2,1,0,1,0,1,21,3,16,55,11,25,18
0,0,1,0,0,1,0,6,6,11,40,21,0,9
0,0,2,0,1,0,0,9,6,18,25,12,35,18
2,2,0,0,0,1,0,6,4,21,10,0,5,2
2,2,0,1,0,0,0,21,6,22,10,1,0,2
0,0,1,1,0,0,0,27,3,6,40,15,30,8
0,0,2,0,0,0,0,15,6,5,55,19,15,13
0,0,2,0,1,0,0,21,3,13,0,18,50,29
1,1,1,0,1,0,0,21,5,8,25,8,15,23
0,0,1,0,0,1,0,6,4,7,0,12,55,5
1,1,1,0,0,0,0,21,5,10,0,20,25,10
2,2,1,0,1,0,0,18,3,22,50,9,30,10
2,2,0,0,0,1,0,12,4,9,45,12,35,2
0,0,2,0,1,0,1,24,6,11,40,19,0,7
1,1,1,0,1,0,0,21,5,20,0,8,15,12
0,0,1,0,0,0,0,6,6,13,30,23,0,9
1,1,0,0,0,0,0,3,5,20,45,23,20,2
1,1,1,0,1,0,0,9,6,20,25,9,45,13
0,0,1,0,0,1,0,27,3,6,0,15,30,9
0,0,1,0,0,1,0,15,5,9,15,19,15,10
0,0,1,0,0,1,0,27,5,15,0,1,30,10
2,2,2,0,0,0,0,12,3,6,50,11,20,28
0,0,1,0,1,0,1,3,6,22,50,4,25,5
2,2,0,0,1,0,0,15,5,18,55,22,0,3
3,3,1,0,0,1,0,6,3,8,45,9,25,24
1,1,1,0,1,0,1,24,3,19,45,9,15,13
0,0,1,0,1,0,1,21,3,13,0,18,50,5
0,0,1,0,0,1,0,6,6,6,40,19,15,12
0,0,2,0,0,0,0,24,6,12,0,7,40,19
1,1,1,0,0,1,0,1,5,7,10,10,45,27
0,0,1,1,0,0,0,9,5,7,35,12,10,4
1,1,1,0,0,0,0,9,6,10,0,20,25,10
1,1,0,1,0,0,0,27,5,21,25,0,5,2
3,3,0,1,0,0,0,15,6,6,25,7,55,1
0,0,1,0,0,1,0,27,6,19,0,1,30,6
1,1,0,0,0,0,0,21,3,20,45,23,20,2
1,1,1,0,1,0,1,12,6,16,30,4,40,12
1,1,0,1,0,0,0,12,6,20,20,22,55,2
0,0,1,1,0,0,0,15,4,5,5,16,10,11
0,0,1,1,0,0,0,3,6,11,25,21,0,9
1,1,0,1,0,0,0,12,4,17,15,19,50,2
3,3,0,1,0,0,0,6,5,2,35,4,5,1
0,0,1,0,0,1,0,3,6,10,0,21,0,11
0,0,1,0,1,0,0,21,5,21,50,4,25,6
0,0,0,1,0,0,0,18,4,5,35,8,50,3
1,1,1,0,1,0,0,24,5,17,0,19,10,26
0,0,1,0,0,1,0,15,5,4,55,12,35,7
1,1,1,0,1,0,0,24,5,20,25,23,35,27
0,0,2,0,1,0,0,27,3,6,20,18,50,12
0,0,2,1,0,0,0,9,3,8,35,21,20,12
1,1,1,0,0,0,0,6,5,19,0,4,40,9
0,0,1,0,1,0,0,3,3,2,15,4,25,26
2,2,1,0,1,0,1,1,3,14,5,7,40,17
1,1,1,0,1,0,0,9,6,20,25,21,5,24
1,1,1,0,0,1,0,12,6,7,10,20,20,13
0,0,1,0,0,1,0,24,6,7,10,22,30,15
2,2,0,0,0,1,0,12,5,17,0,19,35,2
2,2,1,0,1,0,0,6,3,20,35,7,40,11
1,1,1,0,1,0,1,24,3,13,55,9,15,19
2,2,0,1,0,0,0,3,5,4,0,6,50,2
0,0,1,0,0,1,0,12,6,9,0,21,0,12
0,0,2,0,1,0,0,6,3,5,25,4,25,23
3,3,0,0,0,1,1,18,5,22,45,0,15,1
0,0,1,0,0,1,0,9,5,13,0,21,0,8
2,2,0,1,0,0,0,3,6,13,0,15,50,2
1,1,1,1,0,0,0,12,5,15,15,20,5,4
2,2,0,0,0,1,0,15,5,11,40,14,30,2
1,1,0,0,0,1,0,18,4,10,20,12,55,2
2,2,0,0,1,0,0,21,6,17,45,20,45,3
2,2,0,1,0,0,0,21,3,4,0,6,50,2
1,1,0,0,0,1,0,18,3,22,20,0,40,2
1,1,1,0,1,0,1,1,4,18,55,12,0,17
2,2,0,0,0,1,0,27,5,21,0,23,50,2
3,3,0,0,0,1,1,18,3,22,45,0,10,1
1,1,1,0,1,0,0,21,5,6,30,16,20,9
3,3,0,1,0,0,0,15,6,9,10,10,40,1
1,1,1,0,1,0,0,18,5,18,55,8,15,13
0,0,1,0,1,0,1,18,5,20,55,12,35,15
0,0,1,0,1,0,0,27,5,16,0,19,0,27
2,2,0,0,1,0,0,24,5,8,20,11,20,3
2,2,1,0,1,0,0,6,3,21,25,21,20,23
1,1,1,0,1,0,0,12,5,6,30,16,20,9
1,1,1,0,1,0,0,9,6,6,30,19,50,13
0,0,1,0,0,1,0,18,5,3,50,12,35,8
0,0,1,0,0,1,0,1,6,17,55,22,50,4
0,0,1,0,0,1,0,9,4,17,45,1,30,7
0,0,1,0,0,1,0,27,3,9,55,21,0,11
1,1,0,0,0,0,0,24,5,20,45,23,20,2
3,3,0,1,0,0,0,15,3,9,10,10,40,1
1,1,1,0,0,1,0,9,5,22,40,10,40,12
2,2,0,0,0,0,0,9,5,21,5,23,55,2
0,0,1,0,0,0,0,24,6,3,50,19,15,15
0,0,1,0,0,1,0,18,5,6,0,19,15,13
3,3,0,0,0,1,1,21,6,5,45,7,15,1
0,0,1,0,1,0,0,6,6,20,55,19,0,22
0,0,1,0,0,0,0,6,3,20,30,8,15,11
0,0,1,0,1,0,1,15,6,11,30,19,0,7
0,0,1,0,0,1,0,21,3,10,0,1,35,15
0,0,1,0,0,1,0,27,3,10,0,21,0,11
0,0,1,0,0,1,0,15,6,10,0,19,15,9
1,1,0,0,0,1,1,18,3,17,15,19,45,2
0,0,2,0,1,0,1,1,6,14,35,12,35,22
1,1,0,1,0,0,0,9,5,21,25,0,5,2
1,1,1,0,1,0,1,6,6,20,25,10,55,14
2,2,0,1,0,0,0,9,3,22,20,1,10,2
2,2,0,0,0,0,0,6,6,6,10,8,55,2
0,0,1,0,0,1,0,27,5,13,0,21,0,8
2,2,0,1,0,0,0,9,5,18,55,21,50,2
1,1,0,1,0,0,0,21,3,14,20,16,55,2
0,0,1,0,1,0,1,1,6,17,30,19,0,25
2,2,0,0,0,1,0,27,4,17,0,19,35,2
0,0,1,0,1,0,1,12,6,20,55,4,25,7
3,3,0,1,0,0,0,3,5,9,10,10,40,1
4,4,0,0,0,1,0,21,5,7,5,9,20,2
3,3,0,0,1,0,0,3,6,19,35,21,5,1
0,0,1,0,0,1,0,21,3,18,15,1,35,7
0,0,1,0,1,0,0,21,3,19,15,18,50,23
1,1,1,0,1,0,1,21,5,9,35,19,10,9
0,0,2,0,1,0,0,9,4,5,30,4,25,22
2,2,0,1,0,0,0,3,6,16,55,19,55,3
0,0,1,1,0,0,0,12,6,16,0,21,0,5
0,0,1,0,1,0,1,21,5,16,0,19,0,27
1,1,0,1,0,0,0,15,6,4,40,7,15,2
1,1,1,0,1,0,1,24,3,8,25,4,45,20
0,0,1,1,0,0,0,9,6,7,35,22,30,14
0,0,2,0,0,0,0,21,5,12,0,7,40,19
1,1,1,0,0,1,0,9,6,17,0,20,20,27
0,0,1,0,1,0,0,12,6,14,0,19,0,5
2,2,1,0,0,0,1,1,3,0,30,23,55,23
0,0,1,0,0,1,0,9,5,4,55,19,0,14
0,0,1,0,1,0,1,21,5,22,50,4,25,5
3,3,0,0,0,1,1,6,6,5,45,7,15,1
3,3,0,0,1,0,0,3,3,7,10,8,35,1
0,0,1,0,1,0,1,18,5,19,15,12,35,17
1,1,0,0,0,1,0,27,3,17,15,19,45,2
1,1,1,0,1,0,0,21,5,17,0,18,0,25
0,0,1,0,1,0,1,6,3,8,0,4,25,20
2,2,0,0,1,0,0,18,5,15,15,18,10,2
3,3,0,0,1,0,1,18,6,2,55,4,20,1
0,0,1,0,1,0,1,6,6,20,55,4,25,7
0,0,2,0,1,0,1,9,5,5,30,4,25,22
0,0,1,0,1,0,1,9,3,19,15,4,25,9
2,2,1,0,1,0,1,1,3,16,55,7,40,14
1,1,0,0,0,1,1,1,4,17,10,19,40,2
2,2,1,0,0,0,0,1,3,10,30,22,55,12
2,2,0,0,0,1,0,9,4,11,30,14,20,2
0,0,1,0,0,1,0,3,3,8,0,18,50,10
1,1,2,0,0,0,0,12,6,20,30,13,45,17
4,4,0,1,0,0,0,15,3,19,35,21,55,2
1,1,1,0,0,1,0,1,5,15,55,21,25,5
0,0,1,0,0,1,0,1,6,14,0,1,30,11
2,2,0,0,0,1,0,9,3,20,55,23,50,2
0,0,1,0,0,0,0,12,6,21,0,7,40,10
0,0,1,1,0,0,0,27,5,6,40,21,0,14
2,2,0,1,0,0,0,1,6,16,55,19,45,2
3,3,0,1,0,0,0,24,6,16,55,18,25,1
0,0,1,0,0,1,0,6,5,9,0,19,0,10
2,2,0,1,0,0,0,18,4,4,0,6,50,2
1,1,1,0,0,1,0,9,5,17,0,20,20,27
1,1,1,0,1,0,0,1,4,16,30,16,20,23
1,1,1,0,1,0,0,6,6,14,5,4,40,14
1,1,1,0,1,0,1,9,5,16,30,10,5,17
2,2,0,0,0,1,0,6,4,20,55,23,40,2
1,1,0,0,0,1,0,3,6,17,10,19,40,2
1,1,1,0,0,0,0,6,6,10,0,20,25,10
0,0,2,0,1,0,1,27,5,19,30,4,25,8
1,1,1,0,1,0,1,15,5,16,30,22,35,6
1,1,1,0,1,0,1,24,3,18,55,8,10,13
1,1,1,0,0,1,0,12,6,20,20,18,50,22
1,1,0,1,0,0,0,15,4,20,20,22,55,2
2,2,1,0,1,0,1,9,3,8,0,9,30,25
2,2,0,0,0,1,0,18,6,21,10,0,5,2
0,0,1,0,1,0,0,9,4,7,5,19,0,11
2,2,0,0,0,1,1,6,6,5,55,8,35,2
1,1,1,0,0,0,0,1,5,9,25,7,55,22
1,1,0,0,0,0,0,3,3,14,15,16,45,2
0,0,2,0,0,1,0,9,6,17,50,1,30,7
1,1,0,0,0,1,0,27,4,19,55,22,25,2
1,1,1,0,0,1,0,1,5,20,20,23,25,27
0,0,1,0,0,1,0,6,6,17,30,1,30,8
0,0,2,0,0,0,0,21,5,13,20,7,40,18
0,0,1,0,0,1,0,6,3,19,0,1,35,6
2,2,0,0,1,0,1,27,5,11,10,14,5,2
0,0,1,0,0,1,0,6,6,8,0,19,15,11
2,2,1,0,1,0,0,18,3,22,50,8,15,9
0,0,2,0,0,0,0,18,5,7,5,9,25,26
0,0,2,0,1,0,1,21,5,9,40,12,35,26
1,1,1,0,1,0,1,12,5,8,25,9,20,24
3,3,0,0,1,0,1,1,6,10,20,11,50,1
0,0,1,0,1,0,0,3,6,17,30,4,25,10
2,2,2,0,0,0,0,1,3,10,30,21,25,10
2,2,0,0,1,0,1,9,4,6,0,8,45,2
1,1,0,0,0,1,0,15,6,9,0,11,25,2
0,0,1,0,0,1,0,9,4,13,0,21,0,8
1,1,1,0,1,0,0,6,5,9,35,19,10,9
0,0,2,0,1,0,0,9,5,23,5,4,25,29
2,2,1,0,0,0,0,15,3,6,45,12,15,5
0,0,2,0,1,0,0,3,6,14,35,12,35,22
4,4,0,0,0,1,0,27,6,8,20,10,35,2
0,0,1,0,0,1,0,18,5,12,50,1,30,12
1,1,2,0,0,0,0,24,3,9,50,23,15,37
0,0,1,0,0,0,0,15,5,9,45,9,25,23
1,1,1,0,1,0,0,9,5,20,0,18,15,22
2,2,1,0,1,0,1,1,3,16,55,10,25,17
2,2,0,0,1,0,1,1,4,17,45,20,45,3
0,0,1,0,0,1,0,21,5,9,15,19,15,10
1,1,1,0,1,0,1,15,5,16,30,4,40,12
0,0,1,0,1,0,0,21,3,19,15,4,25,9
0,0,0,0,1,0,0,9,5,11,0,14,15,3
2,2,1,0,1,0,0,12,3,21,25,9,30,12
1,1,1,0,1,0,1,18,5,9,35,19,10,9
0,0,1,0,0,1,0,21,5,4,55,19,15,14
1,1,2,0,0,0,0,6,5,16,45,12,0,19
0,0,1,0,0,1,0,9,3,7,5,22,20,15
0,0,1,0,0,1,0,27,5,7,10,22,30,15
2,2,1,0,1,0,1,18,3,22,50,20,20,21
1,1,0,1,0,0,0,27,4,14,25,16,55,2
4,4,0,0,0,1,0,15,6,9,45,12,0,2
1,1,2,0,0,0,0,15,5,5,50,16,15,34
3,3,0,1,0,0,0,15,5,20,5,21,40,1
0,0,1,0,0,0,0,24,5,7,0,19,15,12
1,1,1,0,1,0,1,9,6,21,10,9,20,12
0,0,1,0,1,0,1,9,5,11,30,4,25,16
0,0,1,0,1,0,1,21,5,20,55,19,0,22
0,0,2,0,0,0,0,3,3,5,55,7,40,25
0,0,1,0,0,1,0,18,5,11,40,19,0,7
0,0,2,0,0,0,0,27,3,13,5,7,40,18
1,1,1,0,1,0,1,15,5,8,25,20,45,12
2,2,0,0,0,0,0,1,3,6,10,8,55,2
1,1,1,0,1,0,1,1,4,8,25,23,35,15
1,1,1,0,1,0,1,9,6,8,25,19,50,11
3,3,1,0,1,0,0,6,3,14,0,16,50,26
1,1,1,0,1,0,0,1,5,14,5,8,15,18
0,0,1,1,0,0,0,21,3,8,35,16,10,7
1,1,0,0,0,1,1,27,4,9,0,11,25,2
2,2,1,0,1,0,1,18,3,11,40,9,0,21
0,0,2,0,0,0,0,15,5,19,45,19,15,23
2,2,0,1,0,0,0,9,4,5,30,8,20,2
2,2,1,0,1,0,0,1,3,11,40,7,40,20
2,2,0,0,0,1,0,9,6,17,0,19,35,2
0,0,1,0,1,0,0,9,6,22,50,4,25,5
0,0,1,0,0,1,0,24,6,6,40,19,0,12
0,0,2,0,0,0,0,15,6,19,45,19,15,23
1,1,1,0,1,0,0,24,5,20,0,12,0,16
1,1,1,0,1,0,1,1,4,18,55,20,45,25
1,1,0,1,0,0,0,6,3,15,20,17,55,2
0,0,1,0,0,1,0,15,5,14,0,1,30,11
0,0,0,0,0,1,0,1,4,14,40,17,50,3
1,1,2,0,0,0,0,24,3,9,10,21,50,12
2,2,0,0,0,1,0,15,5,7,45,10,40,2
2,2,0,1,0,0,0,1,4,6,5,8,50,2
0,0,2,0,1,0,0,18,5,9,40,12,35,26
2,2,0,1,0,0,0,21,6,0,25,3,15,2
0,0,2,0,0,0,0,21,5,20,0,19,15,23
0,0,1,1,0,0,0,21,4,5,10,10,5,4
1,1,2,0,0,0,0,6,5,9,25,15,5,29
0,0,1,1,0,0,0,21,4,6,50,12,10,5
2,2,0,0,1,0,1,12,6,17,45,20,45,3
1,1,1,0,0,1,0,12,6,20,20,22,40,26
1,1,1,0,1,0,0,12,6,18,55,8,15,13
0,0,2,0,1,0,0,21,5,23,5,12,35,13
1,1,0,0,0,1,1,1,5,9,0,11,25,2
1,1,0,1,0,0,0,24,6,20,20,22,55,2
2,2,0,0,0,1,1,12,4,5,55,8,35,2
0,0,1,0,1,0,0,27,5,21,50,19,0,21
2,2,1,0,1,0,0,18,3,22,50,5,5,6
0,0,1,1,0,0,0,9,3,17,30,1,35,8
1,1,1,0,1,0,0,6,5,17,0,19,10,26
2,2,1,0,1,0,0,12,3,18,55,7,40,12
2,2,0,0,0,1,0,21,5,21,10,0,5,2
3,3,2,0,0,0,0,12,3,9,40,15,15,29
2,2,0,0,0,1,0,1,4,19,30,22,15,2
0,0,1,0,0,0,0,6,3,6,10,8,15,26
2,2,0,1,0,0,0,3,4,6,5,8,50,2
0,0,1,0,0,1,0,27,3,8,0,21,0,13
2,2,0,0,0,0,0,3,3,17,0,19,45,2
2,2,1,0,0,0,0,15,3,8,50,23,15,14
1,1,0,1,0,0,0,1,5,4,40,7,15,2
0,0,1,0,0,1,0,3,3,8,0,15,30,7
1,1,0,0,0,1,1,21,4,17,10,19,40,2
0,0,2,0,0,1,0,6,3,11,35,21,0,9
2,2,0,0,0,1,0,24,3,11,30,14,10,2
2,2,1,0,1,0,0,1,3,7,0,16,10,9
1,1,1,0,0,1,0,18,5,23,30,7,45,8
0,0,2,0,1,0,1,27,3,17,35,4,25,10
1,1,1,0,1,0,1,21,5,8,25,19,50,11
2,2,0,1,0,0,0,6,6,18,55,21,50,2
0,0,2,0,1,0,0,27,5,23,5,4,25,29
0,0,2,0,0,0,0,9,4,5,55,19,15,37
0,0,1,0,1,0,1,3,6,17,30,4,25,10
0,0,1,0,0,1,1,24,6,12,50,21,0,8
1,1,2,0,0,0,0,1,4,9,25,5,25,20
2,2,0,0,0,1,0,1,5,20,55,23,40,2
1,1,1,0,1,0,0,6,5,17,0,22,5,29
1,1,2,0,0,0,0,18,5,8,20,20,25,12
1,1,1,0,1,0,1,6,6,8,25,18,15,9
2,2,0,0,0,1,0,24,3,5,45,8,35,2
4,4,0,0,0,1,0,9,6,17,45,20,5,2
2,2,0,0,0,1,0,9,6,9,30,12,20,2
0,0,1,0,1,0,0,3,3,19,15,4,25,9
1,1,1,0,0,1,0,1,4,7,10,22,55,15
0,0,2,0,1,0,1,6,3,5,30,19,45,38
2,2,0,0,0,1,0,27,5,11,40,14,30,2
0,0,1,0,0,1,0,9,6,13,0,1,30,12
2,2,0,0,1,0,0,6,4,6,0,8,45,2
0,0,2,0,1,0,0,12,6,5,30,4,25,22
1,1,1,0,0,0,0,9,5,14,35,14,35,24
0,0,2,0,1,0,0,12,6,9,35,12,35,27
0,0,2,0,1,0,0,21,5,19,10,19,0,23
0,0,2,0,0,0,0,15,6,20,0,19,15,23
1,1,0,0,0,1,0,21,4,6,55,9,30,2
0,0,1,0,0,1,0,27,3,4,0,18,50,14
0,0,1,0,1,0,1,18,5,19,45,12,35,16
2,2,1,0,0,0,0,1,3,5,50,9,15,27
1,1,0,1,0,0,0,1,5,20,20,22,55,2
1,1,2,0,0,0,0,12,5,9,25,5,35,20
2,2,0,1,0,0,0,18,6,0,25,3,15,2
1,1,2,1,0,0,0,21,5,6,35,12,10,5
1,1,2,0,0,0,0,9,5,7,0,1,20,18
2,2,2,0,1,0,1,18,3,8,55,15,55,7
1,1,1,0,1,0,1,1,4,6,30,12,0,5
1,1,1,0,1,0,1,6,6,20,25,14,25,18
4,4,0,1,0,0,0,18,3,22,5,0,25,2
1,1,1,0,0,0,0,21,5,10,0,23,15,13
0,0,2,0,1,0,0,9,6,5,30,4,25,22
1,1,1,0,0,1,0,6,6,17,0,20,20,27
0,0,1,0,1,0,1,9,5,15,0,12,35,21
0,0,1,0,1,0,1,1,6,9,0,12,35,27
3,3,0,0,1,0,1,3,6,7,5,8,30,1
0,0,1,0,1,0,1,27,3,21,50,19,45,21
1,1,0,1,0,0,0,21,3,5,30,8,20,2
4,4,0,1,0,0,0,27,5,14,45,17,5,2
1,1,1,0,0,1,0,1,5,7,35,23,30,15
2,2,1,0,1,0,0,6,3,8,0,20,20,12
0,0,1,0,0,1,0,1,6,13,0,21,0,8
0,0,1,0,0,0,0,18,5,8,0,19,15,11
0,0,0,1,0,0,0,12,5,14,25,17,40,3
1,1,1,0,0,1,0,6,5,17,0,9,5,16
0,0,2,0,0,0,0,9,3,16,55,19,15,26
2,2,0,0,0,1,1,24,3,5,45,8,35,2
2,2,1,0,1,0,0,1,3,18,40,0,45,6
1,1,1,1,0,0,0,15,4,19,35,23,15,3
1,1,1,0,1,0,1,1,5,8,25,16,20,7
3,3,0,1,0,0,0,12,6,12,0,13,30,1
1,1,1,1,0,0,0,6,6,10,30,16,5,5
1,1,2,0,0,0,0,18,5,9,25,13,45,28
0,0,1,0,1,0,1,21,5,17,30,12,35,19
2,2,1,0,0,0,0,12,3,6,45,20,35,13
1,1,1,0,1,0,0,21,5,20,25,22,5,25
1,1,2,0,0,0,0,1,4,16,45,20,25,27
2,2,0,0,0,1,0,1,4,7,45,10,40,2
0,0,1,0,1,0,0,6,6,21,50,19,0,21
1,1,1,1,0,0,0,6,5,18,5,23,30,5
4,4,0,1,0,0,0,1,3,5,15,7,35,2
0,0,1,0,0,1,0,9,6,3,50,11,30,7
1,1,1,0,1,0,1,9,6,9,35,18,0,8
1,1,0,1,0,0,0,15,5,14,25,16,55,2
3,3,0,0,0,1,0,9,3,5,45,7,5,1
1,1,2,0,0,0,0,18,5,10,0,5,25,19
2,2,0,0,0,1,1,27,4,9,30,12,20,2
2,2,0,0,1,0,0,1,6,8,20,11,20,3
0,0,1,0,0,1,0,24,6,6,0,12,35,6
0,0,1,0,1,0,1,27,3,2,15,18,50,16
0,0,2,0,0,0,0,9,5,22,0,19,15,21
2,2,0,0,0,1,0,1,4,21,10,0,5,2
0,0,2,0,0,0,0,9,3,5,15,19,15,38
0,0,1,0,0,0,0,27,3,8,0,19,15,11
0,0,2,0,1,0,0,21,3,6,20,4,25,22
0,0,1,0,0,1,0,6,6,19,0,1,30,6
3,3,0,0,1,0,0,21,5,19,35,21,5,1
0,0,2,0,0,0,0,24,6,10,55,7,40,20
3,3,0,0,0,1,1,21,5,22,45,0,15,1
0,0,1,1,0,0,0,21,3,6,40,13,20,6
0,0,1,1,0,0,0,21,5,20,25,1,30,5
0,0,1,1,0,0,0,3,3,8,25,15,30,7
0,0,1,0,1,0,1,18,5,7,5,19,0,11
3,3,0,0,0,1,0,15,6,22,45,0,15,1
1,1,1,0,1,0,1,24,3,13,55,4,45,14
0,0,1,0,0,1,0,9,5,10,20,19,0,8
1,1,1,0,1,0,0,9,5,20,25,23,35,27
4,4,0,0,0,1,0,3,3,17,45,20,5,2
2,2,0,1,0,0,0,3,3,10,5,13,0,2
1,1,2,0,0,0,0,12,5,12,0,21,50,9
2,2,0,0,0,0,0,3,6,10,0,12,45,2
0,0,1,1,0,0,0,15,5,11,25,1,30,14
0,0,1,0,0,1,0,27,5,9,0,21,0,12
1,1,1,0,1,0,1,24,5,14,5,23,35,9
2,2,0,1,0,0,0,12,5,10,10,13,0,2
