Source,Destination,Total_Stops,Price,Airline_IndiGo,Airline_Jet Airways,Airline_other,Additional_Info_Some info,Date_of_Journey_day,Date_of_Journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_in_hours
0,0,2,13029,0,1,0,1,18,5,5,30,4,25,22
0,0,2,12347,0,1,0,0,21,3,18,25,4,25,34
0,0,1,7408,0,0,1,0,9,6,13,0,21,0,8
1,1,1,7064,0,1,0,1,1,4,18,55,9,20,14
0,0,1,13843,0,1,0,1,6,3,13,0,4,25,15
1,1,0,4174,1,0,0,0,12,4,15,30,18,5,2
0,0,2,16294,0,0,1,0,15,5,11,35,21,0,9
1,1,0,3841,0,0,1,1,18,5,6,55,9,30,2
2,2,0,4423,1,0,0,0,15,6,4,0,6,50,2
0,0,0,5201,0,0,0,0,12,6,5,10,8,0,2
2,2,2,12599,0,0,0,0,3,3,6,45,11,10,28
3,3,0,4049,1,0,0,0,21,5,6,25,7,55,1
1,1,2,12797,0,0,0,0,24,5,9,25,10,30,25
1,1,1,13067,0,1,0,0,24,5,20,25,10,55,14
1,1,1,9345,0,0,1,0,24,5,20,20,18,50,22
0,0,1,6818,1,0,0,0,21,5,5,5,12,10,7
3,3,0,8040,0,1,0,0,3,5,10,20,11,50,1
0,0,2,14300,0,1,0,0,12,6,18,20,12,35,18
0,0,1,13727,0,0,1,0,15,5,18,15,1,30,7
2,2,1,7832,0,1,0,1,21,3,16,55,10,25,17
0,0,1,16259,0,0,1,0,9,3,4,0,12,55,8
2,2,0,4823,1,0,0,0,27,6,8,30,11,20,2
2,2,1,16736,0,1,0,0,6,3,11,40,8,15,20
1,1,2,13217,0,0,0,0,6,6,9,25,5,25,20
0,0,1,6637,0,0,1,0,27,3,12,50,21,0,8
1,1,1,10844,0,1,0,1,9,6,18,55,12,0,17
0,0,1,8401,0,0,1,1,21,3,10,0,19,15,9
1,1,0,3873,0,0,1,0,12,4,9,0,11,25,2
0,0,2,12410,0,1,0,1,24,6,20,0,4,25,8
0,0,2,15129,0,1,0,0,18,5,23,5,12,35,13
2,2,0,4423,1,0,0,0,1,5,13,0,15,50,2
0,0,1,16079,0,1,0,0,27,5,13,0,19,0,6
1,1,2,15894,0,0,0,0,6,6,14,30,8,55,18
0,0,1,9103,0,0,1,0,15,5,4,55,19,0,14
0,0,1,8991,0,0,0,0,12,6,9,45,8,15,22
1,1,2,7893,0,0,0,0,1,4,16,50,18,20,25
3,3,0,4575,1,0,0,0,3,3,2,30,4,0,1
1,1,0,3873,0,0,1,0,3,5,9,0,11,25,2
2,2,1,7832,0,1,0,1,21,3,5,45,21,20,15
4,4,0,3597,1,0,0,0,1,5,14,45,17,5,2
1,1,1,13759,0,1,0,0,24,3,21,10,23,25,26
2,2,0,7229,0,1,0,0,27,5,18,55,22,0,3
1,1,0,3873,0,0,1,0,15,4,6,55,9,30,2
0,0,1,9794,0,0,1,0,15,5,6,0,19,0,13
0,0,1,6681,0,0,0,0,27,3,13,30,8,15,18
2,2,0,4423,1,0,0,0,21,4,21,15,0,15,3
1,1,1,10844,0,1,0,1,15,5,8,25,19,50,11
0,0,1,7258,1,0,0,0,1,6,9,15,21,0,11
3,3,0,4995,0,1,0,1,12,6,10,20,11,50,1
0,0,1,14924,0,1,0,0,9,6,20,55,19,0,22
2,2,1,6590,0,0,1,0,15,3,6,40,10,25,27
0,0,1,10262,0,1,0,1,3,6,20,55,12,35,15
1,1,0,5515,0,0,1,0,9,3,9,0,11,30,2
0,0,2,6643,0,1,0,1,27,3,19,10,19,45,24
3,3,0,2754,1,0,0,0,24,6,19,5,20,35,1
0,0,1,6493,1,0,0,0,9,6,17,5,22,15,5
1,1,1,6218,1,0,0,0,24,5,18,5,23,30,5
0,0,2,10861,0,0,0,0,6,6,5,55,19,15,13
0,0,1,7094,1,0,0,0,6,3,7,35,16,10,8
3,3,0,2227,0,0,1,0,24,3,22,45,0,10,1
2,2,0,4544,0,1,0,1,21,4,19,50,22,50,3
2,2,2,7664,0,0,0,0,21,3,5,50,16,20,10
2,2,0,8016,0,1,0,0,27,6,17,45,20,45,3
1,1,0,3807,0,0,1,0,27,5,22,50,1,20,2
0,0,2,12698,0,0,0,0,3,6,7,10,19,15,12
1,1,1,8586,0,1,0,1,24,5,6,30,4,40,22
1,1,1,7064,0,1,0,1,1,4,6,30,4,40,22
0,0,0,5601,1,0,0,0,9,6,5,35,8,50,3
0,0,1,7317,0,0,1,0,21,5,15,45,22,5,6
1,1,2,12797,0,0,0,0,6,5,10,0,10,30,24
1,1,1,4226,1,0,0,0,6,4,6,15,10,30,4
1,1,1,14151,0,1,0,0,12,5,17,0,23,35,6
0,0,1,6628,1,0,0,0,27,3,10,45,1,35,14
2,2,0,8033,1,0,0,0,9,3,4,0,6,50,2
0,0,1,11200,0,0,1,0,1,6,10,35,19,0,8
1,1,0,4804,1,0,0,0,24,6,15,30,18,5,2
1,1,1,5192,0,0,1,0,12,6,22,40,10,40,12
0,0,2,13014,0,1,0,0,12,6,9,40,4,25,18
1,1,1,10844,0,1,0,1,21,5,21,10,22,35,25
0,0,1,15603,0,0,1,0,6,3,7,0,15,30,8
2,2,0,4239,0,0,1,0,3,4,7,45,10,40,2
1,1,1,13044,0,1,0,0,12,6,14,5,10,5,20
0,0,1,12898,0,1,0,1,27,5,18,15,19,0,24
1,1,1,6013,0,0,1,0,1,4,8,35,17,15,8
1,1,1,14781,0,1,0,0,6,5,16,30,22,35,6
0,0,1,12557,0,1,0,0,21,3,17,30,4,25,10
0,0,1,13875,0,0,1,0,6,3,4,45,18,50,14
0,0,2,11507,0,1,0,1,15,6,9,35,4,25,18
1,1,0,5510,0,0,0,0,18,6,14,15,16,45,2
1,1,1,10198,0,0,1,0,24,3,16,25,0,5,7
1,1,1,8355,0,1,0,0,12,6,10,20,17,35,7
2,2,0,8016,0,1,0,0,1,6,18,55,22,0,3
0,0,1,6314,1,0,0,0,27,5,10,35,21,0,10
0,0,0,5831,0,0,0,0,9,3,5,10,8,0,2
0,0,1,10262,0,1,0,1,24,6,19,15,4,25,9
0,0,1,15136,0,0,1,1,6,3,13,55,1,35,11
2,2,1,7832,0,1,0,1,21,3,20,35,10,25,13
4,4,0,3859,0,0,1,0,24,3,8,20,10,35,2
1,1,0,4174,1,0,0,0,6,4,15,15,17,45,2
2,2,1,19225,0,1,0,0,6,3,5,45,11,25,5
0,0,1,10518,1,0,0,0,9,3,4,45,21,0,16
2,2,0,4823,1,0,0,0,6,4,7,10,10,5,2
2,2,0,7276,0,0,0,0,24,3,10,0,12,45,2
0,0,1,12192,0,0,1,0,9,6,10,0,19,0,9
0,0,1,11410,0,0,1,0,1,6,16,45,7,10,14
1,1,2,13033,0,0,0,0,21,5,10,0,1,20,15
2,2,1,26890,0,1,0,0,1,3,5,45,15,15,9
1,1,0,4804,1,0,0,0,27,6,15,15,17,45,2
1,1,1,10844,0,1,0,1,15,5,18,55,20,45,25
0,0,2,12436,0,0,0,0,12,6,12,55,19,15,30
2,2,0,4823,1,0,0,0,21,6,7,10,10,5,2
3,3,0,2227,1,0,0,0,3,6,21,20,22,50,1
0,0,1,10262,0,1,0,1,1,6,20,55,12,35,15
0,0,1,17024,0,1,0,0,3,3,8,0,4,25,20
0,0,2,9296,0,1,0,1,27,3,6,20,4,25,22
0,0,0,6094,0,0,0,0,6,6,18,5,21,10,3
1,1,1,8586,0,1,0,1,9,6,8,25,4,40,20
0,0,2,10919,0,1,0,1,15,6,6,45,4,25,21
1,1,1,9495,0,0,1,0,9,6,16,40,0,15,7
0,0,1,14714,0,1,0,0,12,6,21,50,4,25,6
0,0,0,5201,0,0,0,0,24,6,14,10,17,10,3
0,0,2,7090,0,0,0,0,27,3,9,45,9,25,23
3,3,0,4575,1,0,0,0,15,5,9,10,10,40,1
0,0,1,9646,0,0,1,0,15,5,7,5,16,10,9
0,0,1,5636,1,0,0,0,12,6,2,0,7,25,5
0,0,1,9646,0,0,1,0,15,6,7,5,16,10,9
3,3,0,4050,0,1,0,1,9,3,19,40,21,10,1
0,0,1,14714,0,1,0,0,9,6,21,50,19,0,21
1,1,0,4804,1,0,0,0,18,6,15,15,17,45,2
0,0,1,10577,0,1,0,1,9,6,18,15,19,0,24
2,2,0,3898,0,0,1,0,15,6,20,55,23,40,2
1,1,1,14571,0,1,0,0,6,6,20,0,12,0,16
0,0,2,10919,0,1,0,1,15,6,6,45,4,25,21
2,2,0,8016,0,1,0,0,18,6,6,0,8,45,2
0,0,1,6287,1,0,0,0,21,3,4,55,12,0,7
1,1,1,8366,0,0,0,0,6,6,16,50,7,55,15
0,0,1,15400,0,1,0,1,6,3,11,30,18,50,7
2,2,0,8553,0,0,1,0,3,3,19,40,22,20,2
1,1,0,3841,0,0,1,1,9,4,6,55,9,30,2
0,0,2,10021,0,0,0,0,9,4,5,55,7,40,25
4,4,0,3597,0,0,1,0,24,6,17,45,20,5,2
4,4,0,4332,1,0,0,0,24,5,11,35,14,0,2
2,2,0,3898,0,0,1,0,21,6,20,55,23,40,2
3,3,2,21375,0,1,0,0,6,3,13,5,16,50,27
1,1,1,8610,0,0,1,0,6,6,7,10,23,25,16
1,1,0,4804,1,0,0,0,15,6,17,15,19,50,2
0,0,2,13591,0,0,0,0,1,6,14,25,19,15,28
1,1,1,14781,0,1,0,0,6,5,6,30,16,20,9
2,2,1,9134,0,1,0,1,15,3,8,0,13,15,5
0,0,2,10493,0,0,0,0,9,6,5,55,7,40,25
2,2,1,8147,0,1,0,1,24,3,11,40,9,0,21
1,1,0,3873,0,0,1,0,21,6,22,20,0,40,2
1,1,1,14571,0,1,0,0,9,6,18,55,12,0,17
2,2,2,11003,0,0,0,0,3,3,10,30,21,25,10
0,0,1,10262,0,1,0,1,3,6,19,15,4,25,9
0,0,1,12719,0,1,0,0,21,3,2,15,18,50,16
0,0,1,10262,0,1,0,1,24,6,20,55,19,0,22
2,2,0,7171,0,0,0,0,21,6,17,0,19,45,2
2,2,0,4423,0,0,1,0,27,4,5,55,8,35,2
0,0,1,12616,0,0,1,1,9,3,17,25,1,35,8
0,0,2,12970,0,0,0,0,1,6,17,15,19,15,26
1,1,1,14914,0,1,0,0,24,3,21,10,10,5,12
3,3,0,3210,0,1,0,1,6,5,2,55,4,20,1
2,2,0,4632,0,0,1,0,21,4,7,45,10,40,2
0,0,1,12373,0,1,0,1,9,5,17,30,4,25,10
1,1,0,4804,1,0,0,0,15,6,14,25,16,55,2
0,0,2,21829,0,0,1,0,3,3,11,35,21,0,9
0,0,1,13587,0,0,1,0,1,6,8,0,21,0,13
0,0,2,12819,0,1,0,0,27,6,23,5,4,25,29
0,0,1,6151,0,0,1,0,27,3,20,10,7,10,11
2,2,0,8016,0,1,0,0,1,6,15,15,18,10,2
0,0,1,15135,0,0,1,0,6,3,7,30,18,50,11
0,0,1,6794,1,0,0,0,21,5,17,10,1,30,8
1,1,1,8610,0,0,1,0,15,5,17,0,20,20,27
1,1,2,12723,0,0,0,0,18,5,5,50,12,30,30
1,1,1,7662,0,0,0,0,6,6,12,0,13,15,25
0,0,1,14343,0,0,1,0,9,3,17,0,1,35,8
0,0,1,6795,0,0,1,0,1,6,10,20,1,30,15
1,1,0,3873,0,0,1,0,9,5,22,20,0,40,2
3,3,0,2754,1,0,0,0,12,6,19,5,20,35,1
3,3,1,16666,0,0,0,0,6,3,6,10,21,15,15
0,0,1,11098,0,0,1,0,1,6,4,55,12,35,7
1,1,1,10539,0,1,0,1,9,6,17,0,22,5,29
0,0,1,9929,0,0,0,0,27,5,7,0,19,15,12
1,1,1,10844,0,1,0,1,12,5,16,30,16,20,23
1,1,1,12692,0,1,0,0,6,6,9,35,14,25,28
0,0,1,9212,0,1,0,1,21,3,20,50,4,25,7
0,0,1,13727,0,0,1,0,15,5,15,0,1,30,10
2,2,0,4282,0,0,1,0,15,6,4,55,7,45,2
1,1,1,10844,0,1,0,1,24,5,18,55,16,20,21
0,0,1,7480,0,0,0,0,27,6,17,20,9,25,16
2,2,0,4823,1,0,0,0,1,5,16,55,19,55,3
0,0,1,12373,0,1,0,1,18,5,22,50,12,35,13
0,0,1,7215,0,0,1,0,21,3,11,40,21,0,9
0,0,1,7480,0,0,0,0,9,5,6,5,9,25,27
0,0,1,8143,0,0,1,0,24,6,9,0,21,0,12
2,2,0,4823,1,0,0,0,3,5,18,25,21,20,2
1,1,1,10844,0,1,0,1,6,6,20,0,8,15,12
2,2,0,5621,0,0,1,0,12,4,21,10,0,5,2
1,1,1,9555,0,0,1,0,18,5,20,20,20,20,24
2,2,0,4777,1,0,0,0,21,3,1,30,4,15,2
2,2,0,7648,0,0,1,0,3,3,9,35,12,30,2
1,1,1,10308,1,0,0,0,1,4,9,20,14,15,4
0,0,2,21219,0,1,0,0,24,5,11,40,19,0,7
1,1,1,11319,1,0,0,0,6,5,9,20,14,15,4
1,1,1,10844,0,1,0,1,15,5,21,10,20,45,23
0,0,1,15078,0,0,1,0,9,5,18,15,1,30,7
3,3,0,2017,0,0,1,0,1,5,22,45,0,15,1
1,1,0,4409,0,0,1,0,1,6,22,50,1,20,2
0,0,1,5054,1,0,0,0,9,6,7,35,12,10,4
2,2,2,10111,0,0,0,0,15,3,5,50,22,10,16
2,2,0,4273,0,0,1,1,18,3,20,30,23,20,2
0,0,2,8728,0,1,0,1,21,3,13,55,18,50,28
1,1,1,8576,0,0,0,0,24,5,16,50,7,55,15
2,2,0,8016,0,1,0,0,3,6,17,45,20,45,3
2,2,0,8016,0,1,0,0,9,6,15,15,18,10,2
1,1,1,14151,0,1,0,0,18,5,20,25,23,35,27
2,2,0,4423,1,0,0,0,15,4,6,5,8,50,2
3,3,0,4050,0,1,0,1,15,6,7,5,8,30,1
1,1,1,14781,0,1,0,0,6,5,14,5,19,50,5
1,1,1,8586,0,1,0,1,15,5,20,0,8,15,12
1,1,1,5162,0,0,1,0,21,5,19,55,23,30,3
1,1,1,13731,0,1,0,0,9,6,21,10,4,40,7
0,0,1,7438,0,1,0,1,21,3,13,0,4,25,15
1,1,1,14151,0,1,0,0,15,5,9,35,10,55,25
2,2,0,5613,0,0,1,0,12,4,21,0,23,50,2
1,1,1,5380,1,0,0,0,15,5,15,15,20,5,4
0,0,1,7438,0,1,0,1,21,3,11,30,4,25,16
0,0,1,9646,0,0,1,0,1,6,7,5,22,30,15
0,0,1,6853,0,0,1,0,15,5,20,45,7,10,10
2,2,1,13555,0,1,0,0,18,3,14,5,20,20,6
0,0,1,5883,1,0,0,0,15,6,17,30,1,30,8
0,0,1,6171,1,0,0,0,9,3,4,55,12,0,7
3,3,0,3175,1,0,0,0,21,5,16,55,18,25,1
0,0,1,4832,1,0,0,0,27,3,7,45,13,40,5
0,0,1,13377,0,0,1,0,1,6,16,0,1,30,9
0,0,1,10262,0,1,0,1,24,6,19,45,4,25,8
0,0,1,10262,0,1,0,1,1,6,18,15,12,35,18
0,0,2,8603,0,0,0,0,18,5,12,0,7,40,19
1,1,1,8586,0,1,0,1,6,6,6,30,4,40,22
1,1,1,8452,0,0,1,0,21,5,20,20,9,5,12
1,1,1,14231,0,1,0,0,24,3,18,55,18,10,23
0,0,1,16289,0,1,0,0,21,5,8,0,19,0,11
2,2,0,6860,0,0,1,0,3,3,9,35,12,30,2
3,3,0,2754,1,0,0,0,9,5,2,35,4,5,1
0,0,1,9646,0,0,1,0,9,6,7,5,22,30,15
4,4,0,4667,0,0,0,0,27,5,11,40,13,55,2
1,1,0,4804,1,0,0,0,21,4,15,30,18,5,2
2,2,0,4545,1,0,0,0,9,3,1,30,4,15,2
2,2,1,25735,0,1,0,0,1,3,22,50,20,20,21
0,0,2,12647,0,1,0,0,21,3,5,30,4,25,22
1,1,1,8586,0,1,0,1,1,5,14,5,8,15,18
4,4,0,5277,1,0,0,0,9,6,22,5,0,25,2
0,0,1,6206,1,0,0,0,27,3,11,30,1,35,14
2,2,0,4483,0,0,1,0,12,4,11,10,13,55,2
1,1,1,9870,0,0,1,0,24,5,17,0,18,50,25
1,1,0,3841,0,0,1,1,27,6,17,10,19,40,2
1,1,0,3815,0,0,1,1,27,3,9,0,11,30,2
2,2,0,6860,1,0,0,0,24,3,23,30,2,20,2
1,1,1,12121,0,1,0,0,1,5,20,25,10,55,14
0,0,1,5963,0,1,0,1,27,3,9,55,18,50,8
2,2,0,3625,0,0,1,0,6,6,5,55,8,35,2
1,1,0,3841,0,0,1,1,15,6,9,0,11,25,2
2,2,0,4823,1,0,0,0,12,6,20,0,22,50,2
0,0,1,9646,0,0,1,0,12,6,9,45,16,10,6
0,0,1,10152,0,1,0,1,27,5,2,15,12,35,10
0,0,1,7514,1,0,0,0,3,6,6,50,22,30,15
2,2,1,16736,0,1,0,0,6,3,7,0,18,25,11
1,1,1,13584,0,1,0,0,6,5,18,55,10,5,15
1,1,2,11222,0,0,0,0,21,5,8,20,7,55,23
4,4,0,3850,1,0,0,0,1,5,7,55,10,15,2
2,2,0,7608,0,0,1,0,24,3,12,0,14,40,2
1,1,1,10844,0,1,0,1,12,5,20,0,16,20,20
0,0,1,7408,0,0,1,0,9,6,17,0,1,30,8
4,4,0,3687,0,0,1,0,18,5,7,5,9,20,2
0,0,1,11726,0,0,1,0,3,3,16,35,22,50,6
1,1,1,9663,0,1,0,1,6,5,6,30,9,20,26
1,1,2,12829,0,0,0,0,24,3,7,0,13,45,30
0,0,1,6069,1,0,0,0,27,6,16,0,21,0,5
1,1,1,8529,0,1,0,1,12,6,16,30,19,50,27
1,1,1,8085,0,0,1,0,9,5,17,0,23,25,6
2,2,0,4878,0,0,1,0,15,5,19,30,22,15,2
2,2,0,4077,1,0,0,0,3,4,13,0,15,50,2
1,1,1,7605,1,0,0,0,9,5,21,0,2,15,5
0,0,2,13014,0,1,0,0,15,6,5,30,4,25,22
0,0,1,11600,1,0,0,0,3,3,7,35,22,20,14
1,1,1,14151,0,1,0,0,12,5,17,0,9,45,16
0,0,2,12497,0,0,0,0,24,6,13,15,7,40,18
0,0,1,17024,0,1,0,0,6,3,2,15,18,50,16
4,4,0,6300,0,0,1,0,9,3,9,30,12,5,2
0,0,1,15147,0,0,1,0,6,3,17,45,1,35,7
0,0,1,6795,0,0,1,0,1,6,12,50,1,30,12
3,3,0,5755,1,0,0,0,3,3,19,5,20,30,1
1,1,1,10203,0,0,0,0,12,5,20,30,16,15,19
0,0,1,14714,0,1,0,0,6,6,11,30,4,25,16
2,2,0,4545,1,0,0,0,18,3,22,20,1,10,2
1,1,1,14781,0,1,0,0,15,5,6,30,20,45,14
2,2,2,11602,0,0,0,0,12,3,7,30,11,5,27
3,3,0,4049,1,0,0,0,6,5,6,25,7,55,1
0,0,2,13029,0,1,0,1,9,5,5,30,4,25,22
1,1,1,14571,0,1,0,0,9,6,8,25,20,45,12
2,2,0,6961,0,0,0,0,9,6,6,10,8,55,2
1,1,1,6381,0,0,1,0,15,5,8,35,17,15,8
1,1,0,3841,0,0,1,1,1,4,6,55,9,30,2
0,0,2,11538,0,1,0,0,21,3,6,20,4,25,22
1,1,1,8610,0,0,1,0,6,5,20,20,20,20,24
0,0,2,11552,0,0,0,0,6,3,7,5,19,15,36
0,0,1,7408,0,0,1,0,1,6,7,0,21,0,14
0,0,1,10262,0,1,0,1,27,6,19,45,12,35,16
1,1,2,10991,0,0,0,0,6,5,5,50,8,55,27
0,0,1,13587,0,0,1,0,9,6,18,15,1,30,7
0,0,1,7480,0,0,0,0,15,5,12,30,9,25,20
2,2,1,6351,1,0,0,0,9,3,17,55,22,55,5
0,0,1,7153,0,0,1,1,27,5,14,0,21,0,7
1,1,0,4409,0,0,1,0,6,5,19,55,22,25,2
1,1,1,7228,1,0,0,0,15,5,21,0,2,15,5
0,0,1,11667,0,0,1,0,27,3,8,0,18,50,10
1,1,1,4649,0,0,1,0,12,6,15,5,20,20,5
1,1,2,12592,0,0,0,0,9,5,16,50,13,45,20
0,0,1,11789,0,0,1,0,12,6,10,20,19,0,8
4,4,0,4667,0,0,0,0,1,6,11,40,13,55,2
1,1,1,9719,0,0,1,0,21,5,22,40,10,40,12
0,0,1,6902,0,0,0,0,27,3,13,0,19,15,6
1,1,1,14781,0,1,0,0,21,5,20,0,4,40,8
1,1,1,10844,0,1,0,1,18,5,8,25,22,35,14
1,1,2,11522,0,0,0,0,24,3,5,40,14,35,32
2,2,0,6121,0,0,0,0,21,4,13,20,16,10,2
1,1,1,8610,0,0,1,0,6,6,17,0,23,25,6
1,1,0,5620,0,0,1,0,24,3,22,50,1,20,2
1,1,0,4804,1,0,0,0,27,5,15,15,17,45,2
0,0,1,7005,0,0,1,0,27,5,10,20,21,0,10
0,0,2,15129,0,1,0,0,1,5,23,5,19,0,19
1,1,1,8586,0,1,0,1,24,5,20,0,4,40,8
0,0,1,10197,0,0,1,0,18,5,8,0,19,0,11
0,0,1,10667,0,0,1,0,27,3,9,10,19,15,10
1,1,1,11160,1,0,0,0,12,6,9,20,14,15,4
0,0,2,12488,0,0,0,0,27,5,12,20,19,15,30
1,1,1,10844,0,1,0,1,18,5,8,25,19,50,11
0,0,2,9968,0,0,0,0,3,6,16,40,19,15,26
2,2,0,5198,0,1,0,1,18,5,18,55,22,0,3
1,1,1,8586,0,1,0,1,1,5,14,5,4,40,14
4,4,0,4332,1,0,0,0,18,5,11,35,14,0,2
1,1,1,5069,1,0,0,0,6,5,8,10,13,0,4
2,2,0,4544,0,1,0,1,6,5,8,20,11,20,3
0,0,1,14973,0,0,1,0,3,3,4,0,15,30,11
2,2,2,13387,0,0,0,0,12,3,6,45,18,5,35
2,2,0,3625,0,0,1,0,9,6,5,55,8,35,2
1,1,1,10703,0,1,0,1,24,5,9,35,14,25,28
1,1,0,7615,1,0,0,0,24,3,15,10,17,45,2
2,2,0,4823,1,0,0,0,27,5,18,25,21,20,2
2,2,1,16736,0,1,0,0,6,3,11,40,5,5,17
1,1,1,9663,0,1,0,1,9,5,21,10,12,0,14
0,0,1,9205,0,0,1,0,18,5,8,30,19,0,10
0,0,1,15554,0,1,0,0,9,5,22,50,4,25,5
3,3,0,1965,0,0,1,1,15,5,22,45,0,15,1
1,1,0,5510,0,0,0,0,15,6,14,15,16,45,2
0,0,1,8266,0,0,1,0,9,5,10,20,19,15,8
3,3,0,3175,1,0,0,0,27,5,16,55,18,25,1
0,0,1,4760,0,0,1,1,9,5,8,45,13,15,4
0,0,1,7740,0,0,1,0,27,5,8,45,21,0,12
1,1,1,13941,0,1,0,0,15,5,14,5,23,35,9
0,0,1,11410,0,0,1,0,6,6,16,45,7,10,14
1,1,1,12681,0,1,0,0,1,4,16,30,19,50,27
0,0,2,15129,0,1,0,0,6,5,9,40,12,35,26
0,0,2,10368,0,1,0,1,12,6,5,30,19,0,13
1,1,2,12324,0,0,0,0,21,5,8,20,20,25,12
1,1,0,3841,0,0,1,1,15,4,17,10,19,40,2
0,0,2,13014,0,1,0,0,24,6,5,30,4,25,22
0,0,1,6442,1,0,0,0,27,6,6,50,22,30,15
0,0,1,12373,0,1,0,1,18,5,14,0,19,0,5
2,2,1,13817,0,1,0,0,12,3,8,55,23,0,14
2,2,0,4823,1,0,0,0,24,6,18,55,21,50,2
0,0,2,9412,0,1,0,1,27,3,5,10,4,25,23
0,0,2,10231,0,0,0,0,27,5,22,0,19,15,21
2,2,0,7229,0,1,0,0,9,4,15,50,18,45,2
2,2,0,4273,0,0,1,1,24,3,9,35,12,30,2
1,1,1,10844,0,1,0,1,18,5,18,55,20,45,25
0,0,1,7164,1,0,0,0,27,5,2,0,7,25,5
2,2,0,6478,0,1,0,1,27,6,7,10,10,10,3
2,2,0,5198,0,1,0,1,12,5,7,10,10,10,3
2,2,0,4319,0,0,1,1,27,4,5,55,8,35,2
0,0,1,10262,0,1,0,1,27,6,19,15,12,35,17
0,0,0,6741,0,0,1,0,18,5,14,40,17,50,3
1,1,1,14571,0,1,0,0,6,6,14,5,22,35,8
2,2,1,26092,0,0,0,1,1,3,11,50,23,55,12
0,0,2,11753,0,0,0,0,27,6,10,55,19,15,8
2,2,1,7832,0,1,0,1,21,3,8,0,23,0,15
1,1,1,8610,0,0,1,0,1,5,7,10,20,20,13
1,1,1,13626,0,1,0,0,12,6,14,5,22,35,8
0,0,2,10368,0,1,0,1,9,6,9,40,12,35,26
3,3,0,2754,1,0,0,0,18,6,2,35,4,5,1
1,1,1,12692,0,1,0,0,6,6,17,0,18,0,25
2,2,0,10067,1,0,0,0,1,3,10,5,13,0,2
0,0,1,4959,0,0,1,0,3,6,10,35,19,35,9
2,2,2,19372,0,0,0,0,1,3,8,50,11,10,26
3,3,0,3100,0,0,0,0,18,5,6,20,7,40,1
0,0,1,8405,0,0,1,0,15,5,7,30,21,0,13
0,0,1,6943,0,0,1,1,27,5,11,30,21,0,9
1,1,0,3841,0,0,1,1,27,4,17,10,19,40,2
3,3,0,2017,0,0,1,0,6,6,22,45,0,15,1
1,1,1,9187,0,0,1,0,1,5,17,0,10,45,17
1,1,1,13941,0,1,0,0,12,5,8,25,19,50,11
0,0,2,8938,0,1,0,1,21,3,19,15,18,50,23
2,2,0,4319,0,0,1,1,18,5,9,30,12,20,2
2,2,0,3573,0,0,1,1,1,4,21,10,0,5,2
1,1,0,3841,0,0,1,1,3,5,9,0,11,25,2
0,0,0,7202,0,1,0,1,27,6,11,0,14,15,3
1,1,1,9187,0,0,1,0,9,6,17,0,22,55,5
0,0,1,6976,0,0,1,0,3,6,7,25,13,35,6
0,0,1,12898,0,1,0,1,21,5,18,15,12,35,18
0,0,1,12898,0,1,0,1,27,5,2,15,4,25,26
0,0,2,10588,0,1,0,1,15,6,21,25,19,0,21
0,0,2,9181,0,0,0,0,24,6,22,0,19,15,21
2,2,1,11087,0,1,0,1,3,3,5,45,5,5,23
0,0,1,10262,0,1,0,1,27,6,7,5,12,35,5
0,0,0,4886,0,1,0,1,6,4,11,0,14,15,3
0,0,1,8470,1,0,0,0,21,3,2,35,8,30,5
1,1,2,14960,0,0,0,0,21,5,9,50,23,15,13
1,1,0,3873,0,0,1,0,9,5,6,55,9,30,2
0,0,2,11911,0,0,0,0,9,3,16,40,19,15,26
0,0,1,8907,0,0,0,0,15,6,9,45,23,0,13
4,4,0,3859,0,0,1,1,9,5,8,20,10,35,2
1,1,0,3807,0,0,1,0,24,6,22,50,1,20,2
1,1,0,4384,0,0,1,0,6,3,10,20,12,55,2
0,0,1,11622,0,0,1,0,3,6,4,55,12,35,7
2,2,0,4563,0,0,1,0,24,3,19,40,22,20,2
3,3,0,1965,0,0,1,1,1,4,13,15,14,45,1
1,1,0,4145,0,0,0,0,24,4,20,45,23,20,2
1,1,1,10031,0,1,0,1,24,3,21,10,20,40,23
2,2,1,11628,0,0,0,0,1,3,17,0,23,10,6
0,0,1,10262,0,1,0,1,15,6,7,5,12,35,5
3,3,0,2017,0,0,1,0,24,6,13,15,14,45,1
0,0,0,6216,0,0,1,0,27,4,6,0,9,10,3
0,0,2,16294,0,0,1,0,15,5,11,35,1,30,13
2,2,0,3943,1,0,0,0,3,6,4,0,6,50,2
0,0,1,7038,0,0,1,0,27,5,14,55,22,30,7
2,2,1,7294,0,0,1,0,9,3,10,20,18,15,7
1,1,0,3873,0,0,1,0,6,4,9,0,11,25,2
3,3,0,3100,0,0,0,0,18,6,13,55,15,25,1
0,0,1,12507,0,0,1,0,27,5,10,0,19,0,9
0,0,1,6152,0,0,1,0,21,5,7,55,22,30,14
1,1,1,8030,0,0,0,0,1,4,9,50,21,5,11
2,2,0,5769,0,1,0,1,18,6,8,20,11,20,3
1,1,0,4804,1,0,0,0,6,6,17,15,19,50,2
0,0,1,8372,0,0,0,0,18,5,9,45,9,25,23
2,2,1,8578,0,1,0,0,15,3,9,45,14,25,4
0,0,2,11228,0,0,0,0,18,5,22,0,19,15,21
