,Source,Destination,Total_Stops,airline_IndiGo,airline_Jet Airways,airline_other,info_No info,day,month,year,dep_hour,dep_minute,arrival_hour,arrival_minute,duration_hours
2929,2,2,3.0,0,0,0,1,18,6,2019,10,0,12,45,2
2930,2,2,3.0,0,0,0,1,24,4,2019,17,0,19,45,2
2931,2,2,3.0,0,0,0,1,12,4,2019,6,10,8,55,2
2932,2,2,3.0,0,0,1,1,6,5,2019,11,40,14,30,2
2933,4,4,1.0,0,0,1,1,9,6,2019,19,0,1,30,6
2934,2,2,3.0,0,0,1,1,24,5,2019,20,55,23,40,2
2935,2,2,3.0,0,0,1,1,24,3,2019,21,10,0,5,2
2936,3,3,1.0,0,0,0,1,9,6,2019,20,30,20,25,23
2937,2,2,1.0,0,1,0,0,12,3,2019,18,55,20,20,25
2938,2,2,3.0,0,0,1,1,24,3,2019,20,30,23,20,2
2939,4,4,1.0,0,0,1,1,24,4,2019,7,55,22,25,14
2940,3,3,1.0,0,1,0,0,9,5,2019,10,20,17,35,7
2941,2,2,1.0,0,1,0,1,6,3,2019,11,40,10,25,22
2942,4,4,2.0,0,1,0,1,9,5,2019,9,40,12,35,26
2943,2,2,3.0,0,0,1,1,6,5,2019,20,55,23,40,2
2944,4,4,1.0,1,0,0,1,21,3,2019,10,45,15,30,4
2945,4,4,1.0,0,1,0,1,3,6,2019,2,15,12,35,10
2946,4,4,1.0,0,0,1,1,3,6,2019,11,30,19,15,7
2947,3,3,1.0,0,1,0,1,12,5,2019,10,20,17,35,7
2948,3,3,1.0,0,0,0,1,6,5,2019,9,25,7,55,22
2949,4,4,1.0,0,0,1,0,6,3,2019,11,30,19,15,7
2950,1,1,3.0,0,1,0,1,21,3,2019,3,5,4,25,1
2951,3,3,3.0,1,0,0,1,6,5,2019,22,15,0,50,2
2952,3,3,1.0,0,1,0,1,24,5,2019,8,25,16,20,7
2953,3,3,1.0,0,1,0,1,1,4,2019,8,25,20,45,12
2954,2,2,1.0,0,1,0,1,6,3,2019,21,25,10,25,13
2955,3,3,1.0,0,0,1,1,9,6,2019,17,0,10,45,17
2956,3,3,1.0,0,1,0,0,18,5,2019,18,55,12,0,17
2957,2,2,3.0,0,0,1,1,21,4,2019,5,55,8,35,2
2958,2,2,3.0,1,0,0,1,24,5,2019,1,30,4,15,2
2959,4,4,1.0,0,1,0,1,24,6,2019,22,50,4,25,5
2960,2,2,1.0,0,1,0,0,9,3,2019,5,45,11,25,5
2961,4,4,1.0,1,0,0,1,27,6,2019,16,0,1,30,9
2962,0,0,3.0,0,0,1,0,27,5,2019,9,45,12,0,2
2963,3,3,1.0,0,1,0,1,6,6,2019,18,55,12,0,17
2964,3,3,1.0,0,1,0,1,9,6,2019,9,35,18,0,8
2965,2,2,1.0,0,1,0,1,6,3,2019,16,55,9,30,16
2966,3,3,1.0,0,1,0,1,15,5,2019,8,25,23,35,15
2967,4,4,1.0,0,0,0,1,3,3,2019,6,10,8,15,26
2968,2,2,3.0,0,1,0,1,18,6,2019,11,10,14,5,2
2969,4,4,1.0,0,1,0,0,27,5,2019,7,5,12,35,5
2970,2,2,3.0,0,1,0,1,9,4,2019,18,55,22,0,3
2971,1,1,3.0,0,0,1,1,27,6,2019,5,45,7,15,1
2972,2,2,1.0,0,1,0,1,6,3,2019,8,0,19,10,11
2973,3,3,3.0,0,0,1,1,18,6,2019,17,10,19,40,2
2974,4,4,1.0,1,0,0,1,9,5,2019,14,20,22,30,8
2975,3,3,1.0,0,1,0,0,6,6,2019,18,55,19,50,24
2976,2,2,3.0,0,0,1,1,9,3,2019,19,40,22,20,2
2977,2,2,1.0,0,1,0,1,6,3,2019,16,55,5,5,12
2978,4,4,1.0,0,1,0,0,15,6,2019,15,0,12,35,21
2979,3,3,2.0,0,0,0,1,1,5,2019,5,50,16,15,34
2980,2,2,3.0,0,0,1,1,6,6,2019,21,10,0,5,2
2981,4,4,1.0,1,0,0,1,24,5,2019,10,35,1,30,14
2982,2,2,3.0,1,0,0,1,27,4,2019,21,15,0,15,3
2983,4,4,1.0,0,0,0,1,21,5,2019,13,0,19,15,6
2984,4,4,2.0,0,0,0,1,9,3,2019,19,45,19,15,23
2985,2,2,3.0,0,1,0,0,3,6,2019,15,15,18,10,2
2986,4,4,2.0,0,0,1,1,12,6,2019,15,5,1,30,10
2987,2,2,3.0,0,0,1,1,12,6,2019,9,30,12,20,2
2988,2,2,1.0,0,1,0,0,15,3,2019,9,45,14,25,4
2989,2,2,1.0,0,1,0,0,12,3,2019,16,55,23,0,6
2990,0,0,3.0,1,0,0,1,3,6,2019,5,15,7,40,2
2991,4,4,1.0,0,1,0,0,21,5,2019,14,0,4,25,14
2992,2,2,3.0,1,0,0,1,18,4,2019,6,5,8,50,2
2993,4,4,1.0,0,0,0,1,24,3,2019,4,0,7,40,27
2994,4,4,1.0,0,1,0,1,27,6,2019,9,0,19,0,10
2995,3,3,1.0,0,1,0,1,18,5,2019,20,25,19,10,22
2996,4,4,1.0,0,0,1,1,1,6,2019,4,55,19,15,14
2997,3,3,1.0,0,0,0,1,21,5,2019,17,30,8,55,15
2998,4,4,2.0,0,1,0,1,9,6,2019,21,35,12,35,15
2999,4,4,1.0,0,0,0,1,1,4,2019,17,20,9,25,16
3000,2,2,3.0,0,1,0,0,24,5,2019,15,15,18,10,2
3001,4,4,1.0,1,0,0,1,15,5,2019,6,50,22,30,15
3002,4,4,2.0,0,0,0,1,9,5,2019,22,0,19,15,21
3003,1,1,3.0,1,0,0,1,21,5,2019,20,5,21,40,1
3004,2,2,3.0,0,1,0,1,15,4,2019,6,0,8,45,2
3005,4,4,1.0,0,1,0,0,1,6,2019,13,0,19,0,6
3006,2,2,1.0,0,1,0,1,12,3,2019,8,0,21,20,13
3007,4,4,1.0,0,0,1,1,21,5,2019,17,55,22,50,4
3008,3,3,3.0,1,0,0,1,21,3,2019,21,25,0,5,2
3009,4,4,1.0,0,0,1,1,6,6,2019,11,30,21,0,9
3010,1,1,3.0,0,1,0,0,21,3,2019,3,5,4,25,1
3011,2,2,3.0,0,1,0,1,15,5,2019,19,50,22,50,3
3012,4,4,2.0,0,0,0,1,9,5,2019,7,5,7,40,24
3013,3,3,3.0,0,0,1,1,21,6,2019,6,55,9,30,2
3014,3,3,1.0,0,1,0,1,21,5,2019,16,30,4,40,12
3015,3,3,1.0,0,1,0,1,24,5,2019,18,55,10,5,15
3016,3,3,3.0,0,0,1,0,27,3,2019,6,55,9,35,2
3017,1,1,3.0,0,1,0,1,15,3,2019,15,50,17,20,1
3018,3,3,1.0,0,1,0,0,9,5,2019,8,25,9,20,24
3019,3,3,1.0,0,0,1,1,21,5,2019,16,40,0,15,7
3020,4,4,2.0,0,1,0,1,9,5,2019,9,40,4,25,18
3021,2,2,1.0,0,1,0,1,18,3,2019,16,55,23,0,6
3022,3,3,1.0,0,1,0,0,21,5,2019,21,10,8,15,11
3023,2,2,1.0,0,1,0,0,21,3,2019,11,40,21,20,9
3024,4,4,2.0,0,1,0,0,27,6,2019,23,5,12,35,13
3025,3,3,1.0,0,0,1,1,9,5,2019,20,20,10,45,14
3026,4,4,1.0,0,0,1,1,9,6,2019,9,45,16,10,6
3027,2,2,3.0,1,0,0,1,24,6,2019,10,10,13,0,2
3028,4,4,1.0,0,0,1,1,12,6,2019,7,0,12,55,5
3029,4,4,2.0,0,0,0,1,1,6,2019,17,15,7,40,14
3030,3,3,1.0,0,1,0,1,24,5,2019,20,0,9,20,13
3031,2,2,1.0,0,1,0,0,1,3,2019,5,50,12,20,6
3032,2,2,1.0,0,1,0,1,6,3,2019,20,35,19,10,22
3033,4,4,1.0,0,1,0,0,12,6,2019,8,0,19,0,11
3034,4,4,1.0,0,0,1,1,24,6,2019,11,30,19,15,7
3035,2,2,3.0,1,0,0,1,15,4,2019,23,30,2,20,2
3036,0,0,3.0,1,0,0,1,18,5,2019,19,35,21,55,2
3037,4,4,1.0,1,0,0,1,27,5,2019,16,10,22,30,6
3038,3,3,3.0,0,0,1,1,24,6,2019,19,55,22,25,2
3039,4,4,1.0,0,1,0,0,12,6,2019,9,0,19,0,10
3040,3,3,2.0,0,0,0,1,9,5,2019,8,20,20,25,12
3041,2,2,3.0,0,1,0,1,21,3,2019,19,55,22,35,2
3042,4,4,1.0,0,0,1,1,21,5,2019,11,30,19,15,7
3043,3,3,1.0,0,1,0,0,15,5,2019,6,30,23,35,17
3044,4,4,1.0,0,0,1,1,9,4,2019,10,35,19,15,8
3045,3,3,3.0,0,0,1,1,3,5,2019,22,20,0,40,2
3046,4,4,2.0,0,1,0,0,15,6,2019,11,40,19,0,7
3047,3,3,1.0,0,1,0,1,24,5,2019,20,25,14,25,18
3048,3,3,1.0,0,1,0,0,12,5,2019,6,30,19,50,13
3049,4,4,1.0,0,0,1,1,12,6,2019,7,30,19,15,11
3050,3,3,3.0,1,0,0,1,6,3,2019,21,25,0,5,2
3051,4,4,1.0,1,0,0,1,9,6,2019,8,30,21,0,12
3052,4,4,1.0,0,0,1,1,6,3,2019,9,45,22,20,12
3053,2,2,3.0,0,1,0,1,18,6,2019,8,20,11,20,3
3054,2,2,1.0,0,0,0,1,21,3,2019,8,15,18,30,10
3055,2,2,3.0,1,0,0,1,24,6,2019,8,30,11,20,2
3056,3,3,1.0,0,1,0,1,1,4,2019,8,25,16,20,7
3057,4,4,1.0,0,0,0,1,27,5,2019,9,0,19,15,10
3058,4,4,1.0,0,0,1,1,3,6,2019,10,0,1,30,15
3059,4,4,3.0,0,0,0,1,21,3,2019,18,5,21,10,3
3060,0,0,3.0,1,0,0,1,18,6,2019,11,35,14,0,2
3061,3,3,3.0,1,0,0,1,24,5,2019,22,15,0,50,2
3062,4,4,1.0,0,0,1,1,27,5,2019,14,0,1,30,11
3063,4,4,1.0,0,1,0,0,27,5,2019,15,0,4,25,13
3064,3,3,3.0,0,0,1,1,1,6,2019,10,20,12,55,2
3065,4,4,1.0,0,0,1,1,1,6,2019,7,55,22,25,14
3066,2,2,1.0,0,0,0,1,3,3,2019,0,30,23,55,23
3067,0,0,3.0,1,0,0,1,18,3,2019,11,35,14,0,2
3068,4,4,1.0,0,0,1,1,15,6,2019,7,55,13,25,5
3069,4,4,2.0,0,1,0,1,27,5,2019,19,10,12,35,17
3070,3,3,1.0,0,0,1,1,24,3,2019,6,35,14,25,7
3071,3,3,1.0,0,1,0,0,21,5,2019,6,30,9,20,26
3072,3,3,1.0,0,1,0,1,12,6,2019,17,0,9,45,16
3073,2,2,3.0,1,0,0,1,6,6,2019,1,30,4,15,2
3074,3,3,1.0,0,1,0,0,12,5,2019,17,0,21,5,28
3075,4,4,1.0,1,0,0,1,27,3,2019,6,40,21,0,14
3076,4,4,1.0,0,0,1,1,9,6,2019,9,15,19,0,9
3077,0,0,3.0,1,0,0,1,24,5,2019,22,5,0,25,2
3078,4,4,1.0,0,0,1,1,21,5,2019,16,45,7,10,14
3079,4,4,3.0,1,0,0,1,9,3,2019,5,35,8,50,3
3080,2,2,3.0,0,1,0,1,12,6,2019,17,45,20,45,3
3081,4,4,1.0,1,0,0,1,1,6,2019,23,30,4,35,5
3082,4,4,1.0,1,0,0,1,6,3,2019,17,30,1,35,8
3083,4,4,1.0,0,1,0,0,9,6,2019,9,0,19,0,10
3084,1,1,3.0,0,1,0,0,24,3,2019,19,35,21,5,1
3085,4,4,2.0,0,0,0,1,9,3,2019,13,15,9,25,20
3086,3,3,1.0,0,0,1,1,6,5,2019,20,20,10,45,14
3087,4,4,2.0,0,0,0,1,24,6,2019,17,15,19,15,26
3088,4,4,2.0,0,1,0,0,6,6,2019,9,25,4,25,19
3089,4,4,1.0,0,1,0,0,18,5,2019,10,0,4,25,18
3090,4,4,1.0,0,0,1,1,1,6,2019,10,0,1,30,15
3091,4,4,1.0,0,1,0,1,15,6,2019,7,5,12,35,5
3092,4,4,1.0,1,0,0,1,9,6,2019,16,0,1,30,9
3093,4,4,1.0,0,0,0,1,27,3,2019,17,40,8,15,14
3094,3,3,1.0,0,1,0,1,12,6,2019,18,55,16,20,21
3095,4,4,1.0,0,0,1,1,12,6,2019,13,5,22,30,9
3096,4,4,1.0,0,0,1,1,27,6,2019,16,45,7,10,14
3097,4,4,1.0,0,0,1,1,24,6,2019,7,0,12,55,5
3098,1,1,3.0,0,1,0,0,1,5,2019,19,35,21,5,1
3099,2,2,3.0,1,0,0,1,1,6,2019,6,5,8,50,2
3100,4,4,2.0,0,0,0,1,15,6,2019,10,55,7,40,20
3101,4,4,2.0,0,1,0,1,24,6,2019,23,5,12,35,13
3102,4,4,2.0,0,1,0,0,21,3,2019,13,55,18,50,28
3103,4,4,1.0,0,0,1,1,9,5,2019,8,45,13,15,4
3104,3,3,1.0,0,1,0,1,1,5,2019,17,0,22,5,29
3105,3,3,1.0,0,0,1,1,1,5,2019,20,20,9,5,12
3106,3,3,1.0,1,0,0,1,24,3,2019,15,10,20,15,5
3107,2,2,1.0,0,1,0,1,12,3,2019,18,55,13,15,18
3108,4,4,1.0,0,1,0,0,21,5,2019,14,0,12,35,22
3109,3,3,1.0,1,0,0,1,6,4,2019,19,20,23,45,4
3110,2,2,1.0,0,1,0,0,1,3,2019,11,40,21,20,9
3111,4,4,2.0,0,1,0,0,21,3,2019,18,25,4,25,10
3112,4,4,1.0,0,0,0,1,21,3,2019,6,10,23,0,16
3113,3,3,1.0,1,0,0,1,21,5,2019,16,35,22,15,5
3114,2,2,3.0,0,0,1,1,6,6,2019,11,40,14,30,2
3115,3,3,3.0,0,0,1,1,15,3,2019,9,0,11,30,2
3116,4,4,1.0,0,0,1,1,12,6,2019,7,30,19,0,11
3117,4,4,1.0,0,0,1,1,9,4,2019,8,45,19,15,10
3118,4,4,1.0,0,0,1,1,6,6,2019,7,10,22,30,15
3119,3,3,1.0,0,1,0,1,9,6,2019,6,30,16,20,9
3120,3,3,1.0,0,1,0,0,9,6,2019,20,0,9,20,13
3121,4,4,2.0,0,1,0,1,18,5,2019,13,25,12,35,23
3122,3,3,3.0,0,0,1,0,15,6,2019,22,20,0,40,2
3123,4,4,1.0,0,1,0,0,24,6,2019,11,30,12,35,25
3124,3,3,3.0,0,0,0,1,6,4,2019,20,45,23,20,2
3125,2,2,3.0,1,0,0,1,3,3,2019,18,25,21,20,2
3126,3,3,1.0,0,0,1,1,6,6,2019,7,10,20,20,13
3127,0,0,3.0,1,0,0,1,18,6,2019,13,15,15,35,2
3128,4,4,1.0,1,0,0,1,24,6,2019,7,35,16,10,8
3129,4,4,1.0,1,0,0,1,9,3,2019,6,40,21,0,14
3130,4,4,1.0,0,0,1,1,21,5,2019,17,30,1,30,8
3131,2,2,3.0,1,0,0,1,15,5,2019,20,0,22,50,2
3132,3,3,1.0,0,0,1,1,24,3,2019,17,0,22,10,29
3133,1,1,3.0,0,1,0,1,24,5,2019,7,5,8,30,1
3134,2,2,3.0,1,0,0,1,3,3,2019,10,5,13,0,2
3135,4,4,1.0,1,0,0,1,9,5,2019,2,0,7,25,5
3136,2,2,3.0,0,0,1,1,12,6,2019,11,30,14,20,2
3137,2,2,3.0,1,0,0,1,1,4,2019,20,0,22,50,2
3138,3,3,3.0,0,0,1,1,1,5,2019,22,20,0,40,2
3139,4,4,1.0,0,0,1,1,18,5,2019,10,20,19,15,8
3140,4,4,1.0,1,0,0,1,27,5,2019,7,15,12,30,5
3141,3,3,1.0,0,1,0,0,12,5,2019,8,25,19,50,11
3142,2,2,3.0,1,0,0,1,6,6,2019,18,25,21,20,2
3143,4,4,3.0,0,0,0,1,6,3,2019,5,10,8,0,2
3144,3,3,1.0,0,1,0,0,9,5,2019,14,5,22,35,8
3145,3,3,1.0,1,0,0,1,24,4,2019,19,35,23,15,3
3146,4,4,1.0,0,1,0,0,9,5,2019,19,15,19,0,23
3147,3,3,2.0,0,0,0,1,6,6,2019,8,20,21,50,13
3148,1,1,3.0,0,1,0,0,3,6,2019,10,20,11,50,1
3149,4,4,2.0,0,0,0,1,24,6,2019,16,40,19,15,26
3150,4,4,2.0,0,1,0,0,18,5,2019,5,30,4,25,22
3151,4,4,2.0,0,1,0,1,21,3,2019,18,25,4,25,34
3152,4,4,1.0,0,0,1,1,9,6,2019,13,0,21,0,8
3153,3,3,1.0,0,1,0,0,1,4,2019,18,55,9,20,14
3154,4,4,1.0,0,1,0,0,6,3,2019,13,0,4,25,15
3155,3,3,3.0,1,0,0,1,12,4,2019,15,30,18,5,2
3156,4,4,0.0,0,0,1,1,15,5,2019,11,35,21,0,9
3157,3,3,3.0,0,0,1,0,18,5,2019,6,55,9,30,2
3158,2,2,3.0,1,0,0,1,15,6,2019,4,0,6,50,2
3159,4,4,3.0,0,0,0,1,12,6,2019,5,10,8,0,2
3160,2,2,2.0,0,0,0,1,3,3,2019,6,45,11,10,28
3161,1,1,3.0,1,0,0,1,21,5,2019,6,25,7,55,1
3162,3,3,2.0,0,0,0,1,24,5,2019,9,25,10,30,25
3163,3,3,1.0,0,1,0,1,24,5,2019,20,25,10,55,14
3164,3,3,1.0,0,0,1,1,24,5,2019,20,20,18,50,22
3165,4,4,1.0,1,0,0,1,21,5,2019,5,5,12,10,7
3166,1,1,3.0,0,1,0,1,3,5,2019,10,20,11,50,1
3167,4,4,2.0,0,1,0,1,12,6,2019,18,20,12,35,18
3168,4,4,1.0,0,0,1,1,15,5,2019,18,15,1,30,7
3169,2,2,1.0,0,1,0,0,21,3,2019,16,55,10,25,17
3170,4,4,1.0,0,0,1,1,9,3,2019,4,0,12,55,8
3171,2,2,3.0,1,0,0,1,27,6,2019,8,30,11,20,2
3172,2,2,1.0,0,1,0,1,6,3,2019,11,40,8,15,20
3173,3,3,2.0,0,0,0,1,6,6,2019,9,25,5,25,20
3174,4,4,1.0,0,0,1,1,27,3,2019,12,50,21,0,8
3175,3,3,1.0,0,1,0,0,9,6,2019,18,55,12,0,17
3176,4,4,1.0,0,0,1,0,21,3,2019,10,0,19,15,9
3177,3,3,3.0,0,0,1,1,12,4,2019,9,0,11,25,2
3178,4,4,2.0,0,1,0,0,24,6,2019,20,0,4,25,8
3179,4,4,2.0,0,1,0,1,18,5,2019,23,5,12,35,13
3180,2,2,3.0,1,0,0,1,1,5,2019,13,0,15,50,2
3181,4,4,1.0,0,1,0,1,27,5,2019,13,0,19,0,6
3182,3,3,2.0,0,0,0,1,6,6,2019,14,30,8,55,18
3183,4,4,1.0,0,0,1,1,15,5,2019,4,55,19,0,14
3184,4,4,1.0,0,0,0,1,12,6,2019,9,45,8,15,22
3185,3,3,2.0,0,0,0,1,1,4,2019,16,50,18,20,25
3186,1,1,3.0,1,0,0,1,3,3,2019,2,30,4,0,1
3187,3,3,3.0,0,0,1,1,3,5,2019,9,0,11,25,2
3188,2,2,1.0,0,1,0,0,21,3,2019,5,45,21,20,15
3189,0,0,3.0,1,0,0,1,1,5,2019,14,45,17,5,2
3190,3,3,1.0,0,1,0,1,24,3,2019,21,10,23,25,26
3191,2,2,3.0,0,1,0,1,27,5,2019,18,55,22,0,3
3192,3,3,3.0,0,0,1,1,15,4,2019,6,55,9,30,2
3193,4,4,1.0,0,0,1,1,15,5,2019,6,0,19,0,13
3194,4,4,1.0,0,0,0,1,27,3,2019,13,30,8,15,18
3195,2,2,3.0,1,0,0,1,21,4,2019,21,15,0,15,3
3196,3,3,1.0,0,1,0,0,15,5,2019,8,25,19,50,11
3197,4,4,1.0,1,0,0,1,1,6,2019,9,15,21,0,11
3198,1,1,3.0,0,1,0,0,12,6,2019,10,20,11,50,1
3199,4,4,1.0,0,1,0,1,9,6,2019,20,55,19,0,22
3200,2,2,1.0,0,0,1,1,15,3,2019,6,40,10,25,27
3201,4,4,1.0,0,1,0,0,3,6,2019,20,55,12,35,15
3202,3,3,3.0,0,0,1,1,9,3,2019,9,0,11,30,2
3203,4,4,2.0,0,1,0,0,27,3,2019,19,10,19,45,24
3204,1,1,3.0,1,0,0,1,24,6,2019,19,5,20,35,1
3205,4,4,1.0,1,0,0,1,9,6,2019,17,5,22,15,5
3206,3,3,1.0,1,0,0,1,24,5,2019,18,5,23,30,5
3207,4,4,2.0,0,0,0,1,6,6,2019,5,55,19,15,13
3208,4,4,1.0,1,0,0,1,6,3,2019,7,35,16,10,8
3209,1,1,3.0,0,0,1,1,24,3,2019,22,45,0,10,1
3210,2,2,3.0,0,1,0,0,21,4,2019,19,50,22,50,3
3211,2,2,2.0,0,0,0,1,21,3,2019,5,50,16,20,10
3212,2,2,3.0,0,1,0,1,27,6,2019,17,45,20,45,3
3213,3,3,3.0,0,0,1,1,27,5,2019,22,50,1,20,2
3214,4,4,2.0,0,0,0,1,3,6,2019,7,10,19,15,12
3215,3,3,1.0,0,1,0,0,24,5,2019,6,30,4,40,22
3216,3,3,1.0,0,1,0,0,1,4,2019,6,30,4,40,22
3217,4,4,3.0,1,0,0,1,9,6,2019,5,35,8,50,3
3218,4,4,1.0,0,0,1,1,21,5,2019,15,45,22,5,6
3219,3,3,0.0,0,0,0,1,6,5,2019,10,0,10,30,24
3220,3,3,1.0,1,0,0,1,6,4,2019,6,15,10,30,4
3221,3,3,1.0,0,1,0,1,12,5,2019,17,0,23,35,6
3222,4,4,1.0,1,0,0,1,27,3,2019,10,45,1,35,14
3223,2,2,3.0,1,0,0,1,9,3,2019,4,0,6,50,2
3224,4,4,1.0,0,0,1,1,1,6,2019,10,35,19,0,8
3225,3,3,3.0,1,0,0,1,24,6,2019,15,30,18,5,2
3226,3,3,1.0,0,0,1,1,12,6,2019,22,40,10,40,12
3227,4,4,2.0,0,1,0,1,12,6,2019,9,40,4,25,18
3228,3,3,1.0,0,1,0,0,21,5,2019,21,10,22,35,25
3229,4,4,1.0,0,0,1,1,6,3,2019,7,0,15,30,8
3230,2,2,3.0,0,0,1,1,3,4,2019,7,45,10,40,2
3231,3,3,1.0,0,1,0,1,12,6,2019,14,5,10,5,20
3232,4,4,1.0,0,1,0,0,27,5,2019,18,15,19,0,24
3233,3,3,1.0,0,0,1,1,1,4,2019,8,35,17,15,8
3234,3,3,1.0,0,1,0,1,6,5,2019,16,30,22,35,6
3235,4,4,1.0,0,1,0,1,21,3,2019,17,30,4,25,10
3236,4,4,1.0,0,0,1,1,6,3,2019,4,45,18,50,14
3237,4,4,2.0,0,1,0,0,15,6,2019,9,35,4,25,18
3238,3,3,3.0,0,0,0,1,18,6,2019,14,15,16,45,2
3239,3,3,1.0,0,0,1,1,24,3,2019,16,25,0,5,7
3240,3,3,1.0,0,1,0,1,12,6,2019,10,20,17,35,7
3241,2,2,3.0,0,1,0,1,1,6,2019,18,55,22,0,3
3242,4,4,1.0,1,0,0,1,27,5,2019,10,35,21,0,10
3243,4,4,3.0,0,0,0,1,9,3,2019,5,10,8,0,2
3244,4,4,1.0,0,1,0,0,24,6,2019,19,15,4,25,9
3245,4,4,1.0,0,0,1,0,6,3,2019,13,55,1,35,11
3246,2,2,1.0,0,1,0,0,21,3,2019,20,35,10,25,13
3247,0,0,3.0,0,0,1,1,24,3,2019,8,20,10,35,2
3248,3,3,3.0,1,0,0,1,6,4,2019,15,15,17,45,2
3249,2,2,1.0,0,1,0,1,6,3,2019,5,45,11,25,5
3250,4,4,1.0,1,0,0,1,9,3,2019,4,45,21,0,16
3251,2,2,3.0,1,0,0,1,6,4,2019,7,10,10,5,2
3252,2,2,3.0,0,0,0,1,24,3,2019,10,0,12,45,2
3253,4,4,1.0,0,0,1,1,9,6,2019,10,0,19,0,9
3254,4,4,1.0,0,0,1,1,1,6,2019,16,45,7,10,14
3255,3,3,2.0,0,0,0,1,21,5,2019,10,0,1,20,15
3256,2,2,1.0,0,1,0,1,1,3,2019,5,45,15,15,9
3257,3,3,3.0,1,0,0,1,27,6,2019,15,15,17,45,2
3258,3,3,1.0,0,1,0,0,15,5,2019,18,55,20,45,25
3259,4,4,2.0,0,0,0,1,12,6,2019,12,55,19,15,30
3260,2,2,3.0,1,0,0,1,21,6,2019,7,10,10,5,2
3261,1,1,3.0,1,0,0,1,3,6,2019,21,20,22,50,1
3262,4,4,1.0,0,1,0,0,1,6,2019,20,55,12,35,15
3263,4,4,1.0,0,1,0,1,3,3,2019,8,0,4,25,20
3264,4,4,2.0,0,1,0,0,27,3,2019,6,20,4,25,22
3265,4,4,3.0,0,0,0,1,6,6,2019,18,5,21,10,3
3266,3,3,1.0,0,1,0,0,9,6,2019,8,25,4,40,20
3267,4,4,2.0,0,1,0,0,15,6,2019,6,45,4,25,21
3268,3,3,1.0,0,0,1,1,9,6,2019,16,40,0,15,7
3269,4,4,1.0,0,1,0,1,12,6,2019,21,50,4,25,6
3270,4,4,3.0,0,0,0,1,24,6,2019,14,10,17,10,3
3271,4,4,2.0,0,0,0,1,27,3,2019,9,45,9,25,23
3272,1,1,3.0,1,0,0,1,15,5,2019,9,10,10,40,1
3273,4,4,1.0,0,0,1,1,15,5,2019,7,5,16,10,9
3274,4,4,1.0,1,0,0,1,12,6,2019,2,0,7,25,5
3275,4,4,1.0,0,0,1,1,15,6,2019,7,5,16,10,9
3276,1,1,3.0,0,1,0,0,9,3,2019,19,40,21,10,1
3277,4,4,1.0,0,1,0,1,9,6,2019,21,50,19,0,21
3278,3,3,3.0,1,0,0,1,18,6,2019,15,15,17,45,2
3279,4,4,1.0,0,1,0,0,9,6,2019,18,15,19,0,24
3280,2,2,3.0,0,0,1,1,15,6,2019,20,55,23,40,2
3281,3,3,1.0,0,1,0,1,6,6,2019,20,0,12,0,16
3282,4,4,2.0,0,1,0,0,15,6,2019,6,45,4,25,21
3283,2,2,3.0,0,1,0,1,18,6,2019,6,0,8,45,2
3284,4,4,1.0,1,0,0,1,21,3,2019,4,55,12,0,7
3285,3,3,1.0,0,0,0,1,6,6,2019,16,50,7,55,15
3286,4,4,1.0,0,1,0,0,6,3,2019,11,30,18,50,7
3287,2,2,3.0,0,0,1,1,3,3,2019,19,40,22,20,2
3288,3,3,3.0,0,0,1,0,9,4,2019,6,55,9,30,2
3289,4,4,2.0,0,0,0,1,9,4,2019,5,55,7,40,25
3290,0,0,3.0,0,0,1,1,24,6,2019,17,45,20,5,2
3291,0,0,3.0,1,0,0,1,24,5,2019,11,35,14,0,2
3292,2,2,3.0,0,0,1,1,21,6,2019,20,55,23,40,2
3293,1,1,2.0,0,1,0,1,6,3,2019,13,5,16,50,27
3294,3,3,1.0,0,0,1,1,6,6,2019,7,10,23,25,16
3295,3,3,3.0,1,0,0,1,15,6,2019,17,15,19,50,2
3296,4,4,2.0,0,0,0,1,1,6,2019,14,25,19,15,28
3297,3,3,1.0,0,1,0,1,6,5,2019,6,30,16,20,9
3298,2,2,1.0,0,1,0,0,15,3,2019,8,0,13,15,5
3299,4,4,2.0,0,0,0,1,9,6,2019,5,55,7,40,25
3300,2,2,1.0,0,1,0,0,24,3,2019,11,40,9,0,21
3301,3,3,3.0,0,0,1,1,21,6,2019,22,20,0,40,2
3302,3,3,1.0,0,1,0,1,9,6,2019,18,55,12,0,17
3303,2,2,2.0,0,0,0,1,3,3,2019,10,30,21,25,10
3304,4,4,1.0,0,1,0,0,3,6,2019,19,15,4,25,9
3305,4,4,1.0,0,1,0,1,21,3,2019,2,15,18,50,16
3306,4,4,1.0,0,1,0,0,24,6,2019,20,55,19,0,22
3307,2,2,3.0,0,0,0,1,21,6,2019,17,0,19,45,2
3308,2,2,3.0,0,0,1,1,27,4,2019,5,55,8,35,2
3309,4,4,1.0,0,0,1,0,9,3,2019,17,25,1,35,8
3310,4,4,2.0,0,0,0,1,1,6,2019,17,15,19,15,26
3311,3,3,1.0,0,1,0,1,24,3,2019,21,10,10,5,12
3312,1,1,3.0,0,1,0,0,6,5,2019,2,55,4,20,1
3313,2,2,3.0,0,0,1,1,21,4,2019,7,45,10,40,2
3314,4,4,1.0,0,1,0,0,9,5,2019,17,30,4,25,10
