,Source,Destination,Total_Stops,airline_IndiGo,airline_Jet Airways,airline_other,info_No info,day,month,year,dep_hour,dep_minute,arrival_hour,arrival_minute,duration_hours
3348,3,3,1.0,0,1,0,0,6,06,2019,20,00,08,15,12
3349,2,2,3.0,0,0,1,1,12,04,2019,21,10,00,05,2
3350,3,3,1.0,0,0,1,1,18,05,2019,20,20,20,20,24
3351,2,2,3.0,1,0,0,1,21,03,2019,01,30,04,15,2
3352,2,2,3.0,0,0,1,1,03,03,2019,09,35,12,30,2
3353,3,3,1.0,1,0,0,1,1,04,2019,09,20,14,15,4
3354,4,4,2.0,0,1,0,1,24,05,2019,11,40,19,00,7
3355,3,3,1.0,1,0,0,1,6,05,2019,09,20,14,15,4
3356,3,3,1.0,0,1,0,0,15,05,2019,21,10,20,45,23
3357,4,4,1.0,0,0,1,1,9,05,2019,18,15,01,30,7
3358,1,1,3.0,0,0,1,1,1,05,2019,22,45,00,15,1
3359,3,3,3.0,0,0,1,1,1,06,2019,22,50,01,20,2
3360,4,4,1.0,1,0,0,1,9,06,2019,07,35,12,10,4
3361,2,2,2.0,0,0,0,1,15,03,2019,05,50,22,10,16
3362,2,2,3.0,0,0,1,0,18,03,2019,20,30,23,20,2
3363,4,4,2.0,0,1,0,0,21,03,2019,13,55,18,50,28
3364,3,3,1.0,0,0,0,1,24,05,2019,16,50,07,55,15
3365,2,2,3.0,0,1,0,1,3,06,2019,17,45,20,45,3
3366,2,2,3.0,0,1,0,1,9,06,2019,15,15,18,10,2
3367,3,3,1.0,0,1,0,1,18,05,2019,20,25,23,35,27
3368,2,2,3.0,1,0,0,1,15,04,2019,06,05,08,50,2
3369,1,1,3.0,0,1,0,0,15,06,2019,07,05,08,30,1
3370,3,3,1.0,0,1,0,1,6,05,2019,14,05,19,50,5
3371,3,3,1.0,0,1,0,0,15,05,2019,20,00,08,15,12
3372,3,3,1.0,0,0,1,1,21,05,2019,19,55,23,30,3
3373,3,3,1.0,0,1,0,1,9,06,2019,21,10,04,40,7
3374,4,4,1.0,0,1,0,0,21,03,2019,13,00,04,25,15
3375,3,3,1.0,0,1,0,1,15,05,2019,09,35,10,55,25
3376,2,2,3.0,0,0,1,1,12,04,2019,21,00,23,50,2
3377,3,3,1.0,1,0,0,1,15,05,2019,15,15,20,05,4
3378,4,4,1.0,0,1,0,0,21,03,2019,11,30,04,25,16
3379,4,4,1.0,0,0,1,1,1,06,2019,07,05,22,30,15
3380,4,4,1.0,0,0,1,1,15,05,2019,20,45,07,10,10
3381,2,2,1.0,0,1,0,1,18,03,2019,14,05,20,20,6
3382,4,4,1.0,1,0,0,1,15,06,2019,17,30,01,30,8
3383,4,4,1.0,1,0,0,1,9,03,2019,04,55,12,00,7
3384,1,1,3.0,1,0,0,1,21,05,2019,16,55,18,25,1
3385,4,4,1.0,1,0,0,1,27,03,2019,07,45,13,40,5
3386,4,4,1.0,0,0,1,1,1,06,2019,16,00,01,30,9
3387,4,4,1.0,0,1,0,0,24,06,2019,19,45,04,25,8
3388,4,4,1.0,0,1,0,0,1,06,2019,18,15,12,35,18
3389,4,4,2.0,0,0,0,1,18,05,2019,12,00,07,40,19
3390,3,3,1.0,0,1,0,0,6,06,2019,06,30,04,40,22
3391,3,3,1.0,0,0,1,1,21,05,2019,20,20,09,05,12
3392,3,3,1.0,0,1,0,1,24,03,2019,18,55,18,10,23
3393,4,4,1.0,0,1,0,1,21,05,2019,08,00,19,00,11
3394,2,2,3.0,0,0,1,1,03,03,2019,09,35,12,30,2
3395,1,1,3.0,1,0,0,1,9,05,2019,02,35,04,05,1
3396,4,4,1.0,0,0,1,1,9,06,2019,07,05,22,30,15
3397,0,0,3.0,0,0,0,1,27,05,2019,11,40,13,55,2
3398,3,3,3.0,1,0,0,1,21,04,2019,15,30,18,05,2
3399,2,2,3.0,1,0,0,1,09,03,2019,01,30,04,15,2
3400,2,2,1.0,0,1,0,1,01,03,2019,22,50,20,20,21
3401,4,4,2.0,0,1,0,1,21,03,2019,05,30,04,25,22
3402,3,3,1.0,0,1,0,0,1,05,2019,14,05,08,15,18
3403,0,0,3.0,1,0,0,1,9,06,2019,22,05,00,25,2
3404,4,4,1.0,1,0,0,1,27,03,2019,11,30,01,35,14
3405,2,2,3.0,0,0,1,1,12,04,2019,11,10,13,55,2
3406,3,3,1.0,0,0,1,1,24,05,2019,17,00,18,50,25
3407,3,3,3.0,0,0,1,0,27,06,2019,17,10,19,40,2
3408,3,3,3.0,0,0,1,0,27,03,2019,09,00,11,30,2
3409,2,2,3.0,1,0,0,1,24,03,2019,23,30,02,20,2
3410,3,3,1.0,0,1,0,1,1,05,2019,20,25,10,55,14
3411,4,4,1.0,0,1,0,0,27,03,2019,09,55,18,50,8
3412,2,2,3.0,0,0,1,1,6,06,2019,05,55,08,35,2
3413,3,3,3.0,0,0,1,0,15,06,2019,09,00,11,25,2
3414,2,2,3.0,1,0,0,1,12,06,2019,20,00,22,50,2
3415,4,4,1.0,0,0,1,1,12,06,2019,09,45,16,10,6
3416,4,4,1.0,0,1,0,0,27,05,2019,02,15,12,35,10
3417,4,4,1.0,1,0,0,1,3,06,2019,06,50,22,30,15
3418,2,2,1.0,0,1,0,1,06,03,2019,07,00,18,25,11
3419,3,3,1.0,0,1,0,1,6,05,2019,18,55,10,05,15
3420,3,3,2.0,0,0,0,1,21,05,2019,08,20,07,55,23
3421,0,0,3.0,1,0,0,1,1,05,2019,07,55,10,15,2
3422,2,2,3.0,0,0,1,1,24,03,2019,12,00,14,40,2
3423,3,3,1.0,0,1,0,0,12,05,2019,20,00,16,20,20
3424,4,4,1.0,0,0,1,1,9,06,2019,17,00,01,30,8
3425,0,0,3.0,0,0,1,1,18,05,2019,07,05,09,20,2
3426,4,4,1.0,0,0,1,1,3,03,2019,16,35,22,50,6
3427,3,3,1.0,0,1,0,0,6,05,2019,06,30,09,20,26
3428,3,3,2.0,0,0,0,1,24,03,2019,07,00,13,45,30
3429,4,4,1.0,1,0,0,1,27,06,2019,16,00,21,00,5
3430,3,3,1.0,0,1,0,0,12,06,2019,16,30,19,50,27
3431,3,3,1.0,0,0,1,1,9,05,2019,17,00,23,25,6
3432,2,2,3.0,0,0,1,1,15,05,2019,19,30,22,15,2
3433,2,2,3.0,1,0,0,1,3,04,2019,13,00,15,50,2
3434,3,3,1.0,1,0,0,1,9,05,2019,21,00,02,15,5
3435,4,4,2.0,0,1,0,1,15,06,2019,05,30,04,25,22
3436,4,4,1.0,1,0,0,1,3,03,2019,07,35,22,20,14
3437,3,3,1.0,0,1,0,1,12,05,2019,17,00,09,45,16
3438,4,4,2.0,0,0,0,1,24,06,2019,13,15,07,40,18
3439,4,4,1.0,0,1,0,1,6,03,2019,02,15,18,50,16
3440,0,0,3.0,0,0,1,1,9,03,2019,09,30,12,05,2
3441,4,4,1.0,0,0,1,1,6,03,2019,17,45,01,35,7
3442,4,4,1.0,0,0,1,1,1,06,2019,12,50,01,30,12
3443,1,1,3.0,1,0,0,1,3,03,2019,19,05,20,30,1
3444,3,3,1.0,0,0,0,1,12,05,2019,20,30,16,15,19
3445,4,4,1.0,0,1,0,1,6,06,2019,11,30,04,25,16
3446,2,2,3.0,1,0,0,1,18,03,2019,22,20,01,10,2
3447,3,3,1.0,0,1,0,1,15,05,2019,06,30,20,45,14
3448,2,2,2.0,0,0,0,1,12,03,2019,07,30,11,05,27
3449,1,1,3.0,1,0,0,1,6,05,2019,06,25,07,55,1
3450,4,4,2.0,0,1,0,0,9,05,2019,05,30,04,25,22
3451,3,3,1.0,0,1,0,1,9,06,2019,08,25,20,45,12
3452,2,2,3.0,0,0,0,1,9,06,2019,06,10,08,55,2
3453,3,3,1.0,0,0,1,1,15,05,2019,08,35,17,15,8
3454,3,3,3.0,0,0,1,0,1,04,2019,06,55,09,30,2
3455,4,4,2.0,0,1,0,1,21,03,2019,06,20,04,25,22
3456,3,3,1.0,0,0,1,1,6,05,2019,20,20,20,20,24
3457,4,4,2.0,0,0,0,1,6,03,2019,07,05,19,15,36
3458,4,4,1.0,0,0,1,1,1,06,2019,07,00,21,00,14
3459,4,4,1.0,0,1,0,0,27,06,2019,19,45,12,35,16
3460,3,3,2.0,0,0,0,1,6,05,2019,05,50,08,55,27
3461,4,4,1.0,0,0,1,1,9,06,2019,18,15,01,30,7
3462,4,4,1.0,0,0,0,1,15,05,2019,12,30,09,25,20
3463,2,2,1.0,1,0,0,1,09,03,2019,17,55,22,55,5
3464,4,4,1.0,0,0,1,0,27,05,2019,14,00,21,00,7
3465,3,3,3.0,0,0,1,1,6,05,2019,19,55,22,25,2
3466,3,3,1.0,1,0,0,1,15,05,2019,21,00,02,15,5
3467,4,4,1.0,0,0,1,1,27,03,2019,08,00,18,50,10
3468,3,3,1.0,0,0,1,1,12,06,2019,15,05,20,20,5
3469,3,3,2.0,0,0,0,1,9,05,2019,16,50,13,45,20
3470,4,4,1.0,0,0,1,1,12,06,2019,10,20,19,00,8
3471,0,0,3.0,0,0,0,1,1,06,2019,11,40,13,55,2
3472,3,3,1.0,0,0,1,1,21,05,2019,22,40,10,40,12
3473,4,4,1.0,0,0,0,1,27,03,2019,13,00,19,15,6
3474,3,3,1.0,0,1,0,1,21,05,2019,20,00,04,40,8
3475,3,3,1.0,0,1,0,0,18,05,2019,08,25,22,35,14
3476,3,3,2.0,0,0,0,1,24,03,2019,05,40,14,35,32
3477,2,2,3.0,0,0,0,1,21,04,2019,13,20,16,10,2
3478,3,3,1.0,0,0,1,1,6,06,2019,17,00,23,25,6
3479,3,3,3.0,0,0,1,1,24,03,2019,22,50,01,20,2
3480,3,3,3.0,1,0,0,1,27,05,2019,15,15,17,45,2
3481,4,4,1.0,0,0,1,1,27,05,2019,10,20,21,00,10
3482,4,4,2.0,0,1,0,1,1,05,2019,23,05,19,00,19
3483,3,3,1.0,0,1,0,0,24,05,2019,20,00,04,40,8
3484,4,4,1.0,0,0,1,1,18,05,2019,08,00,19,00,11
3485,4,4,1.0,0,0,1,1,27,03,2019,09,10,19,15,10
3486,3,3,1.0,1,0,0,1,12,06,2019,09,20,14,15,4
3487,4,4,2.0,0,0,0,1,27,05,2019,12,20,19,15,30
3488,3,3,1.0,0,1,0,0,18,05,2019,08,25,19,50,11
3489,4,4,2.0,0,0,0,1,3,06,2019,16,40,19,15,26
3490,2,2,3.0,0,1,0,0,18,05,2019,18,55,22,00,3
3491,3,3,1.0,0,1,0,0,1,05,2019,14,05,04,40,14
3492,0,0,3.0,1,0,0,1,18,05,2019,11,35,14,00,2
3493,3,3,1.0,1,0,0,1,6,05,2019,08,10,13,00,4
3494,2,2,3.0,0,1,0,0,6,05,2019,08,20,11,20,3
3495,4,4,1.0,0,0,1,1,3,03,2019,04,00,15,30,11
3496,2,2,0.0,0,0,0,1,12,03,2019,06,45,18,05,35
3497,2,2,3.0,0,0,1,1,9,06,2019,05,55,08,35,2
3498,3,3,1.0,0,1,0,0,24,05,2019,09,35,14,25,28
3499,3,3,3.0,1,0,0,1,24,03,2019,15,10,17,45,2
3500,2,2,3.0,1,0,0,1,27,05,2019,18,25,21,20,2
3501,2,2,1.0,0,1,0,1,06,03,2019,11,40,05,05,17
3502,3,3,1.0,0,1,0,0,9,05,2019,21,10,12,00,14
3503,4,4,1.0,0,0,1,1,18,05,2019,08,30,19,00,10
3504,4,4,1.0,0,1,0,1,9,05,2019,22,50,04,25,5
3505,1,1,3.0,0,0,1,0,15,05,2019,22,45,00,15,1
3506,3,3,3.0,0,0,0,1,15,06,2019,14,15,16,45,2
3507,4,4,1.0,0,0,1,1,9,05,2019,10,20,19,15,8
3508,1,1,3.0,1,0,0,1,27,05,2019,16,55,18,25,1
3509,4,4,1.0,0,0,1,0,9,05,2019,08,45,13,15,4
3510,4,4,1.0,0,0,1,1,27,05,2019,08,45,21,00,12
3511,3,3,1.0,0,1,0,1,15,05,2019,14,05,23,35,9
3512,4,4,1.0,0,0,1,1,6,06,2019,16,45,07,10,14
3513,3,3,1.0,0,1,0,1,1,04,2019,16,30,19,50,27
3514,4,4,2.0,0,1,0,1,6,05,2019,09,40,12,35,26
3515,4,4,2.0,0,1,0,0,12,06,2019,05,30,19,00,13
3516,3,3,2.0,0,0,0,1,21,05,2019,08,20,20,25,12
3517,3,3,3.0,0,0,1,0,15,04,2019,17,10,19,40,2
3518,4,4,2.0,0,1,0,1,24,06,2019,05,30,04,25,22
3519,4,4,1.0,1,0,0,1,27,06,2019,06,50,22,30,15
3520,4,4,1.0,0,1,0,0,18,05,2019,14,00,19,00,5
3521,2,2,1.0,0,1,0,1,12,03,2019,08,55,23,00,14
3522,2,2,3.0,1,0,0,1,24,06,2019,18,55,21,50,2
3523,4,4,2.0,0,1,0,0,27,03,2019,05,10,04,25,23
3524,4,4,2.0,0,0,0,1,27,05,2019,22,00,19,15,21
3525,2,2,3.0,0,1,0,1,9,04,2019,15,50,18,45,2
3526,2,2,3.0,0,0,1,0,24,03,2019,09,35,12,30,2
3527,3,3,1.0,0,1,0,0,18,05,2019,18,55,20,45,25
3528,4,4,1.0,1,0,0,1,27,05,2019,02,00,07,25,5
3529,2,2,3.0,0,1,0,0,27,06,2019,07,10,10,10,3
3530,2,2,3.0,0,1,0,0,12,05,2019,07,10,10,10,3
3531,2,2,3.0,0,0,1,0,27,04,2019,05,55,08,35,2
3532,4,4,1.0,0,1,0,0,27,06,2019,19,15,12,35,17
3533,4,4,3.0,0,0,1,1,18,05,2019,14,40,17,50,3
3534,3,3,1.0,0,1,0,1,6,06,2019,14,05,22,35,8
3535,2,2,1.0,0,0,0,0,01,03,2019,11,50,23,55,12
3536,4,4,2.0,0,0,0,1,27,06,2019,10,55,19,15,8
3537,2,2,1.0,0,1,0,0,21,03,2019,08,00,23,00,15
3538,3,3,1.0,0,0,1,1,1,05,2019,07,10,20,20,13
3539,3,3,1.0,0,1,0,1,12,06,2019,14,05,22,35,8
3540,4,4,2.0,0,1,0,0,9,06,2019,09,40,12,35,26
3541,1,1,3.0,1,0,0,1,18,06,2019,02,35,04,05,1
3542,3,3,1.0,0,1,0,1,6,06,2019,17,00,18,00,25
3543,2,2,3.0,1,0,0,1,01,03,2019,10,05,13,00,2
3544,4,4,1.0,0,0,1,1,3,06,2019,10,35,19,35,9
3545,2,2,2.0,0,0,0,1,01,03,2019,08,50,11,10,26
3546,1,1,3.0,0,0,0,1,18,05,2019,06,20,07,40,1
3547,4,4,1.0,0,0,1,1,15,05,2019,07,30,21,00,13
3548,4,4,1.0,0,0,1,0,27,05,2019,11,30,21,00,9
3549,3,3,3.0,0,0,1,0,27,04,2019,17,10,19,40,2
3550,1,1,3.0,0,0,1,1,6,06,2019,22,45,00,15,1
3551,3,3,1.0,0,0,1,1,1,05,2019,17,00,10,45,17
3552,3,3,1.0,0,1,0,1,12,05,2019,08,25,19,50,11
3553,4,4,2.0,0,1,0,0,21,03,2019,19,15,18,50,23
3554,2,2,3.0,0,0,1,0,18,05,2019,09,30,12,20,2
3555,2,2,3.0,0,0,1,0,1,04,2019,21,10,00,05,2
3556,3,3,3.0,0,0,1,0,3,05,2019,09,00,11,25,2
3557,4,4,3.0,0,1,0,0,27,06,2019,11,00,14,15,3
3558,3,3,1.0,0,0,1,1,9,06,2019,17,00,22,55,5
3559,4,4,1.0,0,0,1,1,3,06,2019,07,25,13,35,6
3560,4,4,1.0,0,1,0,0,21,05,2019,18,15,12,35,18
3561,4,4,1.0,0,1,0,0,27,05,2019,02,15,04,25,26
3562,4,4,2.0,0,1,0,0,15,06,2019,21,25,19,00,21
3563,4,4,2.0,0,0,0,1,24,06,2019,22,00,19,15,21
3564,2,2,1.0,0,1,0,0,03,03,2019,05,45,05,05,23
3565,4,4,1.0,0,1,0,0,27,06,2019,07,05,12,35,5
3566,4,4,3.0,0,1,0,0,6,04,2019,11,00,14,15,3
3567,4,4,1.0,1,0,0,1,21,03,2019,02,35,08,30,5
3568,3,3,0.0,0,0,0,1,21,05,2019,09,50,23,15,13
3569,3,3,3.0,0,0,1,1,9,05,2019,06,55,09,30,2
3570,4,4,2.0,0,0,0,1,9,03,2019,16,40,19,15,26
3571,4,4,1.0,0,0,0,1,15,06,2019,09,45,23,00,13
3572,0,0,3.0,0,0,1,0,9,05,2019,08,20,10,35,2
3573,3,3,3.0,0,0,1,1,24,06,2019,22,50,01,20,2
3574,3,3,3.0,0,0,1,1,6,03,2019,10,20,12,55,2
3575,4,4,1.0,0,0,1,1,3,06,2019,04,55,12,35,7
3576,2,2,3.0,0,0,1,1,24,03,2019,19,40,22,20,2
3577,1,1,3.0,0,0,1,0,1,04,2019,13,15,14,45,1
3578,3,3,3.0,0,0,0,1,24,04,2019,20,45,23,20,2
3579,3,3,1.0,0,1,0,0,24,03,2019,21,10,20,40,23
3580,2,2,1.0,0,0,0,1,01,03,2019,17,00,23,10,6
3581,4,4,1.0,0,1,0,0,15,06,2019,07,05,12,35,5
3582,1,1,3.0,0,0,1,1,24,06,2019,13,15,14,45,1
3583,4,4,3.0,0,0,1,1,27,04,2019,06,00,09,10,3
3584,4,4,0.0,0,0,1,1,15,05,2019,11,35,01,30,13
3585,2,2,3.0,1,0,0,1,3,06,2019,04,00,06,50,2
3586,4,4,1.0,0,0,1,1,27,05,2019,14,55,22,30,7
3587,2,2,1.0,0,0,1,1,09,03,2019,10,20,18,15,7
3588,3,3,3.0,0,0,1,1,6,04,2019,09,00,11,25,2
3589,1,1,3.0,0,0,0,1,18,06,2019,13,55,15,25,1
3590,4,4,1.0,0,0,1,1,27,05,2019,10,00,19,00,9
3591,4,4,1.0,0,0,1,1,21,05,2019,07,55,22,30,14
3592,3,3,1.0,0,0,0,1,1,04,2019,09,50,21,05,11
3593,2,2,3.0,0,1,0,0,18,06,2019,08,20,11,20,3
3594,3,3,3.0,1,0,0,1,6,06,2019,17,15,19,50,2
3595,4,4,1.0,0,0,0,1,18,05,2019,09,45,09,25,23
3596,2,2,1.0,0,1,0,1,15,03,2019,09,45,14,25,4
3597,4,4,2.0,0,0,0,1,18,05,2019,22,00,19,15,21
3598,3,3,2.0,0,0,0,1,1,05,2019,09,50,08,55,23
3599,2,2,3.0,1,0,0,1,15,03,2019,20,00,22,55,2
3600,4,4,1.0,0,0,1,1,12,06,2019,03,50,12,35,8
3601,4,4,2.0,0,1,0,1,27,06,2019,23,05,19,00,19
3602,2,2,3.0,1,0,0,1,27,06,2019,06,05,08,50,2
3603,4,4,1.0,0,0,1,0,9,03,2019,00,20,12,55,12
3604,2,2,3.0,0,0,0,1,18,04,2019,06,10,08,55,2
3605,4,4,2.0,0,1,0,1,12,06,2019,12,15,04,25,16
3606,3,3,2.0,0,0,0,1,1,05,2019,12,00,18,30,30
3607,3,3,1.0,1,0,0,1,6,05,2019,17,35,22,15,4
3608,3,3,1.0,0,0,1,1,21,05,2019,07,10,10,45,27
3609,3,3,1.0,0,0,1,1,6,06,2019,20,20,09,05,12
3610,4,4,1.0,0,0,1,1,21,03,2019,02,15,13,20,11
3611,2,2,3.0,0,1,0,0,24,06,2019,07,10,10,10,3
3612,4,4,1.0,0,0,1,1,24,06,2019,07,30,19,00,11
3613,2,2,3.0,1,0,0,1,9,04,2019,23,30,02,20,2
3614,3,3,2.0,0,0,0,1,6,05,2019,09,25,05,25,20
3615,4,4,1.0,0,1,0,0,9,05,2019,18,15,04,25,10
3616,3,3,3.0,0,0,1,1,27,06,2019,19,55,22,25,2
3617,3,3,1.0,0,0,1,1,9,06,2019,07,10,20,20,13
3618,2,2,3.0,0,0,1,1,6,06,2019,11,10,13,55,2
3619,3,3,1.0,0,1,0,1,12,05,2019,14,05,20,45,6
3620,4,4,2.0,0,1,0,1,3,06,2019,09,35,12,35,27
3621,4,4,1.0,0,1,0,0,18,05,2019,19,15,19,00,23
3622,4,4,1.0,1,0,0,1,21,05,2019,06,50,12,10,5
3623,4,4,1.0,1,0,0,1,18,05,2019,08,30,21,00,12
3624,4,4,1.0,0,1,0,0,15,06,2019,09,00,12,35,27
3625,4,4,1.0,0,0,1,1,27,05,2019,11,40,19,15,7
3626,3,3,1.0,0,1,0,0,9,05,2019,06,30,18,15,11
3627,4,4,1.0,1,0,0,1,1,05,2019,07,30,21,00,13
3628,2,2,3.0,1,0,0,1,15,04,2019,16,55,19,55,3
3629,4,4,1.0,0,0,0,1,6,03,2019,04,00,07,40,27
3630,3,3,1.0,0,1,0,1,6,06,2019,21,10,04,40,7
3631,4,4,1.0,0,0,1,1,21,03,2019,11,30,21,00,9
3632,4,4,2.0,0,1,0,1,3,06,2019,05,30,19,00,13
3633,2,2,3.0,0,1,0,1,21,06,2019,18,55,22,00,3
3634,3,3,1.0,0,1,0,0,24,03,2019,13,55,10,05,20
3635,2,2,1.0,0,1,0,0,21,03,2019,08,55,19,10,10
3636,4,4,1.0,0,0,1,1,9,05,2019,13,15,22,30,9
3637,3,3,1.0,0,1,0,0,12,05,2019,18,55,09,20,14
3638,4,4,1.0,0,0,1,1,6,03,2019,07,05,15,30,8
3639,2,2,1.0,0,1,0,0,21,03,2019,20,35,11,25,14
3640,2,2,3.0,0,0,1,1,18,03,2019,19,40,22,20,2
3641,4,4,1.0,0,0,1,1,15,05,2019,17,00,01,30,8
3642,2,2,3.0,0,0,1,1,12,04,2019,09,30,12,20,2
3643,2,2,3.0,0,0,1,1,12,06,2019,20,55,23,40,2
3644,4,4,1.0,0,1,0,0,27,06,2019,19,45,19,00,23
3645,4,4,1.0,0,1,0,0,1,06,2019,19,45,12,35,16
3646,3,3,3.0,0,0,1,1,3,04,2019,22,50,01,20,2
3647,1,1,3.0,1,0,0,1,3,03,2019,12,00,13,25,1
3648,4,4,1.0,0,1,0,0,1,06,2019,21,50,04,25,6
3649,4,4,2.0,0,0,0,1,21,05,2019,17,15,07,40,14
3650,2,2,1.0,0,1,0,0,21,03,2019,08,55,21,20,12
3651,0,0,3.0,1,0,0,1,9,03,2019,07,55,10,15,2
3652,1,1,3.0,0,1,0,0,24,06,2019,19,35,21,05,1
3653,4,4,1.0,0,0,1,1,3,03,2019,10,20,21,00,10
3654,1,1,3.0,1,0,0,1,24,06,2019,09,10,10,40,1
3655,4,4,2.0,0,1,0,1,12,06,2019,09,25,12,35,27
3656,3,3,1.0,0,0,0,1,21,05,2019,09,25,21,50,12
3657,2,2,1.0,0,1,0,0,15,03,2019,22,50,07,40,8
3658,2,2,3.0,1,0,0,1,3,04,2019,08,30,11,20,2
3659,3,3,1.0,0,0,0,1,9,04,2019,14,35,14,35,24
3660,4,4,1.0,0,0,0,1,1,06,2019,12,30,09,25,20
3661,3,3,1.0,0,1,0,0,6,06,2019,16,30,22,35,6
3662,3,3,1.0,0,1,0,0,1,04,2019,20,00,08,15,12
3663,3,3,3.0,1,0,0,1,21,06,2019,14,25,16,55,2
3664,3,3,3.0,0,0,1,1,15,03,2019,10,20,12,55,2
3665,4,4,1.0,0,0,1,1,1,06,2019,13,00,01,30,12
3666,4,4,1.0,0,0,1,1,27,05,2019,06,40,19,15,12
3667,4,4,1.0,0,0,0,1,3,03,2019,17,20,09,25,16
3668,4,4,2.0,0,0,0,1,9,06,2019,22,00,19,15,21
3669,0,0,3.0,1,0,0,1,9,05,2019,13,15,15,35,2
3670,3,3,3.0,0,0,1,1,12,06,2019,19,55,22,25,2
3671,3,3,1.0,0,1,0,0,6,05,2019,20,00,08,15,12
3672,3,3,1.0,0,1,0,1,1,04,2019,20,00,19,50,23
3673,2,2,3.0,0,0,1,1,24,05,2019,11,30,14,20,2
3674,4,4,2.0,0,1,0,1,18,05,2019,13,25,12,35,23
3675,4,4,1.0,0,0,1,1,3,03,2019,17,30,01,35,8
3676,4,4,1.0,0,0,0,1,3,06,2019,21,00,07,40,10
3677,3,3,3.0,0,0,1,1,1,03,2019,17,15,19,45,2
3678,3,3,1.0,0,1,0,1,1,05,2019,10,20,17,35,7
3679,1,1,3.0,1,0,0,1,1,04,2019,02,35,04,05,1
3680,4,4,1.0,0,0,1,1,15,06,2019,15,00,01,30,10
3681,4,4,1.0,0,1,0,1,9,05,2019,19,45,19,00,23
3682,3,3,3.0,1,0,0,1,18,05,2019,14,25,16,55,2
3683,4,4,1.0,1,0,0,1,9,06,2019,16,00,21,00,5
3684,4,4,1.0,0,1,0,0,9,05,2019,11,30,12,35,25
3685,3,3,1.0,0,1,0,0,12,06,2019,18,55,04,40,9
3686,3,3,3.0,0,0,1,0,27,05,2019,09,00,11,25,2
3687,4,4,1.0,0,0,0,1,15,05,2019,03,50,19,15,15
3688,4,4,2.0,0,1,0,1,1,06,2019,05,30,19,00,13
3689,3,3,1.0,0,1,0,1,6,06,2019,08,25,04,40,20
3690,4,4,1.0,0,0,1,1,21,05,2019,10,00,01,30,15
3691,3,3,1.0,0,0,1,1,24,03,2019,07,10,22,10,15
3692,1,1,1.0,0,0,1,1,6,03,2019,11,55,09,25,21
3693,3,3,1.0,0,1,0,1,9,06,2019,16,30,23,35,7
3694,2,2,3.0,1,0,0,1,27,04,2019,00,30,03,25,2
3695,3,3,2.0,0,0,0,1,9,05,2019,09,25,13,45,28
3696,3,3,3.0,1,0,0,1,6,06,2019,14,25,16,55,2
3697,3,3,1.0,0,1,0,1,21,05,2019,14,05,08,15,18
3698,4,4,2.0,0,0,0,1,9,03,2019,22,00,19,15,21
3699,3,3,1.0,0,1,0,0,18,05,2019,21,10,08,15,11
3700,2,2,1.0,0,1,0,0,01,03,2019,22,50,09,30,10
3701,4,4,2.0,0,1,0,1,9,06,2019,18,25,04,25,10
3702,3,3,1.0,1,0,0,1,6,06,2019,08,10,13,00,4
3703,4,4,1.0,0,1,0,1,1,06,2019,07,05,12,35,5
3704,3,3,1.0,0,1,0,0,15,05,2019,18,55,08,15,13
3705,4,4,1.0,0,0,1,1,27,05,2019,11,30,21,00,9
3706,3,3,1.0,0,0,0,1,24,03,2019,20,30,23,15,26
3707,4,4,1.0,0,0,1,0,27,05,2019,10,00,19,15,9
3708,1,1,3.0,0,0,0,1,1,05,2019,19,30,20,45,1
3709,3,3,1.0,0,0,1,1,1,05,2019,16,40,00,15,7
3710,1,1,3.0,1,0,0,1,9,05,2019,06,25,07,55,1
3711,2,2,3.0,0,0,1,0,24,03,2019,20,30,23,20,2
3712,2,2,1.0,1,0,0,1,09,03,2019,19,30,00,40,5
3713,1,1,3.0,0,0,0,1,27,05,2019,13,55,15,25,1
3714,2,2,3.0,0,0,1,0,15,06,2019,21,10,00,05,2
3715,4,4,1.0,0,1,0,1,9,05,2019,02,15,19,00,16
3716,0,0,3.0,1,0,0,1,3,06,2019,07,55,10,15,2
3717,4,4,2.0,0,1,0,1,21,05,2019,23,05,19,00,19
3718,2,2,3.0,0,1,0,1,12,05,2019,18,55,22,00,3
3719,2,2,3.0,1,0,0,1,27,04,2019,18,55,21,50,2
3720,2,2,3.0,1,0,0,1,15,05,2019,18,55,21,50,2
3721,3,3,1.0,0,0,1,1,24,03,2019,07,10,09,10,26
3722,2,2,3.0,1,0,0,1,21,04,2019,18,55,21,50,2
3723,4,4,1.0,0,1,0,0,9,06,2019,13,00,04,25,15
3724,4,4,1.0,1,0,0,1,6,06,2019,05,05,16,10,11
3725,1,1,3.0,0,0,1,0,27,05,2019,22,45,00,15,1
3726,3,3,1.0,0,0,1,1,12,05,2019,07,10,23,25,16
3727,4,4,1.0,1,0,0,1,6,06,2019,16,10,22,30,6
3728,4,4,2.0,0,1,0,0,15,06,2019,09,40,12,35,26
3729,4,4,2.0,0,0,0,1,12,06,2019,10,55,07,40,20
3730,4,4,2.0,0,0,0,1,27,05,2019,18,30,19,15,24
3731,3,3,1.0,0,1,0,0,12,06,2019,14,05,19,50,5
3732,4,4,1.0,0,0,1,1,6,06,2019,09,15,19,00,9
3733,3,3,3.0,0,0,1,1,27,03,2019,06,55,09,35,2
